sample_id,image_path,temperature_c,humidity_percent,co2_ppm,hcho_raw,tvoc_raw,valid,split,notes,review_status,reviewer,reviewed_at_utc,proposal_model,prompt_version,source_proposals,source_labels
serial_timed_fast_20260627T1205Z_capture_0074,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0074.jpg,28,46,833,64,13,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0077,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0077.jpg,28,46,827,64,13,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0079,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0079.jpg,28,46,827,63,18,true,validation,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0082,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0082.jpg,28,46,827,63,18,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0085,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0085.jpg,28,46,827,63,13,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0091,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0091.jpg,28,46,822,62,13,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0094,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0094.jpg,28,46,827,63,16,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0097,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0097.jpg,28,46,827,63,16,true,validation,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0100,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0100.jpg,28,46,794,57,62,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0103,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0103.jpg,28,46,794,57,62,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0106,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0106.jpg,28,46,794,57,62,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0109,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0109.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0112,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0112.jpg,28,46,789,56,56,true,validation,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0118,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0118.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0121,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0121.jpg,28,46,794,56,56,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0124,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0124.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0127,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0127.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0130,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0130.jpg,28,46,794,57,59,true,validation,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0133,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0133.jpg,28,46,794,57,59,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0142,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0142.jpg,28,46,772,54,18,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0145,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0145.jpg,28,46,767,52,15,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0148,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0148.jpg,28,46,783,55,54,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0151,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0151.jpg,28,46,789,55,54,true,validation,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0154,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0154.jpg,28,46,783,55,54,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0160,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0160.jpg,28,46,783,55,54,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0163,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0163.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0166,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0166.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0169,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0169.jpg,28,46,783,55,54,true,validation,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0172,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0172.jpg,28,46,778,54,54,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0175,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0175.jpg,28,46,783,54,54,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0186,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0186.jpg,28,46,778,53,18,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0228,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0228.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0231,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0231.jpg,28,45,750,9,137,true,validation,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,,,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0237,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0237.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0243,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0243.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0246,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0246.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0249,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0249.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0255,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0255.jpg,28,45,750,13,137,true,validation,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0258,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0258.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0288,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0288.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0300,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0300.jpg,28,45,750,13,87,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0318,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0318.jpg,28,45,750,49,87,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0330,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0330.jpg,28,45,750,0,137,true,validation,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0333,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0333.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0336,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0336.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0345,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0345.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0351,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0351.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0366,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0366.jpg,28,45,750,13,137,true,validation,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0372,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0372.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0375,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0375.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
serial_timed_fast_20260627T1205Z_capture_0378,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0378.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,approved,owner-bulk-approved,2026-06-29T06:46:10+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_ollama_review_queue.csv,tools/dataset/captures/serial_timed_fast_20260627T1205Z/labels_environment.csv
