sample_id,image_path,label,source,split,origin,position
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_03_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_03_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_03_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_03_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_04_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_04_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_04_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_04_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_04_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_04_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_04_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_04_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_05_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_05_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_05_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_05_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_05_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_05_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_05_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_05_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_06_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_06_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_06_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_06_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_06_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_06_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_06_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_06_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_07_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_07_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_07_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_07_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_07_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_07_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_07_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_07_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_08_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_08_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_08_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_08_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_08_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_08_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_08_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_08_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_09_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_09_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_09_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_09_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_09_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_09_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_09_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_09_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_10_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_10_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_10_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_10_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_10_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_10_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_10_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_10_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_11_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_11_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_11_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_11_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_11_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_11_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_11_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_11_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_12_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_12_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_12_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_12_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_12_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_12_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_12_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_12_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_13_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_13_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_13_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_13_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_13_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_13_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_13_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_13_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_14_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_14_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_14_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_14_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_14_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_14_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_14_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_14_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_15_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_15_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_15_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_15_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_15_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_15_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_15_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_15_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_16_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_16_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_16_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_16_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_16_humidity_0_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/4/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_16_humidity_0_4.png,4,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_16_humidity_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/1/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_16_humidity_1_1.png,1,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,humidity_1
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_17_temp_0_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/2/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_17_temp_0_2.png,2,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_0
real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_17_temp_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/train/9/real_live_mounted_29c_41h_20260625T195058Z_live_mounted_29c_41h_20260625T195058Z_capture_17_temp_1_9.png,9,real,train,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/merged_labels.csv,temp_1
