sample_id,image_path,lighting_label,framesize,quality,brightness,contrast,saturation,aec,agc,awb,serial_status,bytes,width,height,captured_at_utc,display_text,notes
capture_0026,tools/dataset/captures/serial20260626/capture_0026.jpg,serial20260626_positioning,vga,12,,,,,,,ok,18774,640,480,2026-06-26T16:26:46Z,,serial_capture
capture_0027,tools/dataset/captures/serial20260626/capture_0027.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13583,640,480,2026-06-26T16:26:50Z,,serial_capture
capture_0028,tools/dataset/captures/serial20260626/capture_0028.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13557,640,480,2026-06-26T16:26:52Z,,serial_capture
capture_0029,tools/dataset/captures/serial20260626/capture_0029.jpg,serial20260626_positioning,vga,12,,,,,,,ok,14858,640,480,2026-06-26T16:26:55Z,,serial_capture
capture_0030,tools/dataset/captures/serial20260626/capture_0030.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13558,640,480,2026-06-26T16:26:58Z,,serial_capture
capture_0031,tools/dataset/captures/serial20260626/capture_0031.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13473,640,480,2026-06-26T16:27:01Z,,serial_capture
capture_0032,tools/dataset/captures/serial20260626/capture_0032.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13524,640,480,2026-06-26T16:27:04Z,,serial_capture
capture_0033,tools/dataset/captures/serial20260626/capture_0033.jpg,serial20260626_positioning,vga,12,,,,,,,ok,14859,640,480,2026-06-26T16:27:06Z,,serial_capture
capture_0034,tools/dataset/captures/serial20260626/capture_0034.jpg,serial20260626_positioning,vga,12,,,,,,,ok,15206,640,480,2026-06-26T16:27:09Z,,serial_capture
capture_0035,tools/dataset/captures/serial20260626/capture_0035.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13586,640,480,2026-06-26T16:27:12Z,,serial_capture
capture_0036,tools/dataset/captures/serial20260626/capture_0036.jpg,serial20260626_positioning,vga,12,,,,,,,ok,15123,640,480,2026-06-26T16:27:15Z,,serial_capture
capture_0037,tools/dataset/captures/serial20260626/capture_0037.jpg,serial20260626_positioning,vga,12,,,,,,,failed,0,,,2026-06-26T16:27:44Z,,Only base64 data is allowed
capture_0038,tools/dataset/captures/serial20260626/capture_0038.jpg,serial20260626_positioning,vga,12,,,,,,,ok,23373,640,480,2026-06-26T16:27:47Z,,serial_capture
capture_0039,tools/dataset/captures/serial20260626/capture_0039.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13581,640,480,2026-06-26T16:27:51Z,,serial_capture
capture_0040,tools/dataset/captures/serial20260626/capture_0040.jpg,serial20260626_positioning,vga,12,,,,,,,ok,15073,640,480,2026-06-26T16:27:54Z,,serial_capture
capture_0041,tools/dataset/captures/serial20260626/capture_0041.jpg,serial20260626_positioning,vga,12,,,,,,,ok,17224,640,480,2026-06-26T16:27:57Z,,serial_capture
capture_0042,tools/dataset/captures/serial20260626/capture_0042.jpg,serial20260626_positioning,vga,12,,,,,,,ok,15107,640,480,2026-06-26T16:28:00Z,,serial_capture
capture_0043,tools/dataset/captures/serial20260626/capture_0043.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13619,640,480,2026-06-26T16:28:03Z,,serial_capture
capture_0044,tools/dataset/captures/serial20260626/capture_0044.jpg,serial20260626_positioning,vga,12,,,,,,,ok,15097,640,480,2026-06-26T16:28:06Z,,serial_capture
capture_0045,tools/dataset/captures/serial20260626/capture_0045.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13559,640,480,2026-06-26T16:28:09Z,,serial_capture
capture_0046,tools/dataset/captures/serial20260626/capture_0046.jpg,serial20260626_positioning,vga,12,,,,,,,ok,15155,640,480,2026-06-26T16:28:11Z,,serial_capture
capture_0047,tools/dataset/captures/serial20260626/capture_0047.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13594,640,480,2026-06-26T16:28:14Z,,serial_capture
capture_0048,tools/dataset/captures/serial20260626/capture_0048.jpg,serial20260626_positioning,vga,12,,,,,,,ok,15093,640,480,2026-06-26T16:28:17Z,,serial_capture
capture_0049,tools/dataset/captures/serial20260626/capture_0049.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13614,640,480,2026-06-26T16:28:20Z,,serial_capture
capture_0050,tools/dataset/captures/serial20260626/capture_0050.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11286,640,480,2026-06-26T16:28:23Z,,serial_capture
capture_0051,tools/dataset/captures/serial20260626/capture_0051.jpg,serial20260626_positioning,vga,12,,,,,,,ok,14904,640,480,2026-06-26T16:28:25Z,,serial_capture
capture_0052,tools/dataset/captures/serial20260626/capture_0052.jpg,serial20260626_positioning,vga,12,,,,,,,ok,14985,640,480,2026-06-26T16:28:28Z,,serial_capture
capture_0053,tools/dataset/captures/serial20260626/capture_0053.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11403,640,480,2026-06-26T16:28:31Z,,serial_capture
capture_0054,tools/dataset/captures/serial20260626/capture_0054.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11016,640,480,2026-06-26T16:28:33Z,,serial_capture
capture_0055,tools/dataset/captures/serial20260626/capture_0055.jpg,serial20260626_positioning,vga,12,,,,,,,ok,15131,640,480,2026-06-26T16:28:36Z,,serial_capture
capture_0056,tools/dataset/captures/serial20260626/capture_0056.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11014,640,480,2026-06-26T16:28:39Z,,serial_capture
capture_0057,tools/dataset/captures/serial20260626/capture_0057.jpg,serial20260626_positioning,vga,12,,,,,,,ok,14869,640,480,2026-06-26T16:28:41Z,,serial_capture
capture_0058,tools/dataset/captures/serial20260626/capture_0058.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11943,640,480,2026-06-26T16:28:44Z,,serial_capture
capture_0059,tools/dataset/captures/serial20260626/capture_0059.jpg,serial20260626_positioning,vga,12,,,,,,,ok,15283,640,480,2026-06-26T16:28:47Z,,serial_capture
capture_0060,tools/dataset/captures/serial20260626/capture_0060.jpg,serial20260626_positioning,vga,12,,,,,,,ok,15194,640,480,2026-06-26T16:28:50Z,,serial_capture
capture_0061,tools/dataset/captures/serial20260626/capture_0061.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11297,640,480,2026-06-26T16:28:53Z,,serial_capture
capture_0062,tools/dataset/captures/serial20260626/capture_0062.jpg,serial20260626_positioning,vga,12,,,,,,,ok,8872,640,480,2026-06-26T16:28:55Z,,serial_capture
capture_0063,tools/dataset/captures/serial20260626/capture_0063.jpg,serial20260626_positioning,vga,12,,,,,,,ok,9826,640,480,2026-06-26T16:28:57Z,,serial_capture
capture_0064,tools/dataset/captures/serial20260626/capture_0064.jpg,serial20260626_positioning,vga,12,,,,,,,ok,15507,640,480,2026-06-26T16:29:00Z,,serial_capture
capture_0065,tools/dataset/captures/serial20260626/capture_0065.jpg,serial20260626_positioning,vga,12,,,,,,,ok,17577,640,480,2026-06-26T16:29:02Z,,serial_capture
capture_0066,tools/dataset/captures/serial20260626/capture_0066.jpg,serial20260626_positioning,vga,12,,,,,,,ok,17498,640,480,2026-06-26T16:29:06Z,,serial_capture
capture_0067,tools/dataset/captures/serial20260626/capture_0067.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13032,640,480,2026-06-26T16:29:09Z,,serial_capture
capture_0068,tools/dataset/captures/serial20260626/capture_0068.jpg,serial20260626_positioning,vga,12,,,,,,,ok,10695,640,480,2026-06-26T16:29:12Z,,serial_capture
capture_0069,tools/dataset/captures/serial20260626/capture_0069.jpg,serial20260626_positioning,vga,12,,,,,,,ok,14673,640,480,2026-06-26T16:29:14Z,,serial_capture
capture_0070,tools/dataset/captures/serial20260626/capture_0070.jpg,serial20260626_positioning,vga,12,,,,,,,ok,10772,640,480,2026-06-26T16:29:17Z,,serial_capture
capture_0071,tools/dataset/captures/serial20260626/capture_0071.jpg,serial20260626_positioning,vga,12,,,,,,,ok,14884,640,480,2026-06-26T16:29:19Z,,serial_capture
capture_0072,tools/dataset/captures/serial20260626/capture_0072.jpg,serial20260626_positioning,vga,12,,,,,,,ok,10719,640,480,2026-06-26T16:29:22Z,,serial_capture
capture_0073,tools/dataset/captures/serial20260626/capture_0073.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11100,640,480,2026-06-26T16:29:25Z,,serial_capture
capture_0074,tools/dataset/captures/serial20260626/capture_0074.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11050,640,480,2026-06-26T16:29:27Z,,serial_capture
capture_0075,tools/dataset/captures/serial20260626/capture_0075.jpg,serial20260626_positioning,vga,12,,,,,,,ok,13720,640,480,2026-06-26T16:29:29Z,,serial_capture
capture_0076,tools/dataset/captures/serial20260626/capture_0076.jpg,serial20260626_positioning,vga,12,,,,,,,ok,10931,640,480,2026-06-26T16:29:32Z,,serial_capture
capture_0077,tools/dataset/captures/serial20260626/capture_0077.jpg,serial20260626_positioning,vga,12,,,,,,,ok,10738,640,480,2026-06-26T16:29:35Z,,serial_capture
capture_0078,tools/dataset/captures/serial20260626/capture_0078.jpg,serial20260626_positioning,vga,12,,,,,,,ok,10806,640,480,2026-06-26T16:29:37Z,,serial_capture
capture_0079,tools/dataset/captures/serial20260626/capture_0079.jpg,serial20260626_positioning,vga,12,,,,,,,ok,12299,640,480,2026-06-26T16:29:40Z,,serial_capture
capture_0080,tools/dataset/captures/serial20260626/capture_0080.jpg,serial20260626_positioning,vga,12,,,,,,,ok,8523,640,480,2026-06-26T16:29:42Z,,serial_capture
capture_0081,tools/dataset/captures/serial20260626/capture_0081.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11755,640,480,2026-06-26T16:29:44Z,,serial_capture
capture_0082,tools/dataset/captures/serial20260626/capture_0082.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11455,640,480,2026-06-26T16:29:47Z,,serial_capture
capture_0083,tools/dataset/captures/serial20260626/capture_0083.jpg,serial20260626_positioning,vga,12,,,,,,,ok,16145,640,480,2026-06-26T16:29:49Z,,serial_capture
capture_0084,tools/dataset/captures/serial20260626/capture_0084.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11987,640,480,2026-06-26T16:29:52Z,,serial_capture
capture_0085,tools/dataset/captures/serial20260626/capture_0085.jpg,serial20260626_positioning,vga,12,,,,,,,ok,12035,640,480,2026-06-26T16:29:55Z,,serial_capture
capture_0086,tools/dataset/captures/serial20260626/capture_0086.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11983,640,480,2026-06-26T16:29:57Z,,serial_capture
capture_0087,tools/dataset/captures/serial20260626/capture_0087.jpg,serial20260626_positioning,vga,12,,,,,,,ok,22043,640,480,2026-06-26T16:30:00Z,,serial_capture
capture_0088,tools/dataset/captures/serial20260626/capture_0088.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11789,640,480,2026-06-26T16:30:04Z,,serial_capture
capture_0089,tools/dataset/captures/serial20260626/capture_0089.jpg,serial20260626_positioning,vga,12,,,,,,,ok,16250,640,480,2026-06-26T16:30:06Z,,serial_capture
capture_0090,tools/dataset/captures/serial20260626/capture_0090.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11658,640,480,2026-06-26T16:30:09Z,,serial_capture
capture_0091,tools/dataset/captures/serial20260626/capture_0091.jpg,serial20260626_positioning,vga,12,,,,,,,ok,16188,640,480,2026-06-26T16:30:12Z,,serial_capture
capture_0092,tools/dataset/captures/serial20260626/capture_0092.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11750,640,480,2026-06-26T16:30:15Z,,serial_capture
capture_0093,tools/dataset/captures/serial20260626/capture_0093.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11659,640,480,2026-06-26T16:30:17Z,,serial_capture
capture_0094,tools/dataset/captures/serial20260626/capture_0094.jpg,serial20260626_positioning,vga,12,,,,,,,ok,11706,640,480,2026-06-26T16:30:20Z,,serial_capture
capture_0095,tools/dataset/captures/serial20260626/capture_0095.jpg,serial20260626_positioning,vga,12,,,,,,,ok,16290,640,480,2026-06-26T16:30:22Z,,serial_capture
