sample_id,image_path,temperature_c,humidity_percent,co2_ppm,hcho_raw,tvoc_raw,valid,split,notes,proposal_status,model,prompt_version,labeled_at_utc,attempts,duration_seconds,review_decision,corrected_co2_ppm,corrected_hcho_raw,corrected_tvoc_raw,corrected_temperature_c,corrected_humidity_percent,reviewer,reviewed_at_utc,quality_reasons,temporal_flags
capture_0011,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0011.jpg,28,52,1504,13,36,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:42:07+00:00,1,9.9,pending,,,,,,,,,hcho_raw:13:neighbor_median=161;tvoc_raw:36:neighbor_median=593
capture_0012,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0012.jpg,28,52,1581,239,677,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:50:39+00:00,1,10.2,pending,,,,,,,,,co2_ppm:1581:neighbor_median=1059;hcho_raw:239:neighbor_median=177;tvoc_raw:677:neighbor_median=406.5
capture_0013,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0013.jpg,28,52,630,271,758,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:36:17+00:00,1,10.0,pending,,,,,,,,,co2_ppm:630:neighbor_median=1542.5;hcho_raw:271:neighbor_median=258.5;tvoc_raw:758:neighbor_median=717.5
capture_0014,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0014.jpg,28,52,636,278,758,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:44:23+00:00,1,3.2,pending,,,,,,,,,co2_ppm:636:neighbor_median=1622;tvoc_raw:758:neighbor_median=789
capture_0015,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0015.jpg,28,52,1663,296,820,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:38:36+00:00,1,3.2,pending,,,,,,,,,co2_ppm:1663:neighbor_median=721;hcho_raw:296:neighbor_median=317.5
capture_0016,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0016.jpg,28,52,1762,357,999,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:48:16+00:00,1,10.2,pending,,,,,,,,,co2_ppm:1762:neighbor_median=806;hcho_raw:357:neighbor_median=341;tvoc_raw:999:neighbor_median=789
capture_0017,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0017.jpg,28,52,806,386,880,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:50:24+00:00,1,10.0,pending,,,,,,,,,co2_ppm:806:neighbor_median=1251;hcho_raw:386:neighbor_median=373.5;tvoc_raw:880:neighbor_median=481
capture_0018,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0018.jpg,28,52,806,390,0,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T14:07:58+00:00,1,9.8,pending,,,,,,,,,co2_ppm:806:neighbor_median=1300.5;hcho_raw:390:neighbor_median=371.5;tvoc_raw:0:neighbor_median=556
capture_0019,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0019.jpg,28,52,839,408,142,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T14:03:24+00:00,1,10.0,pending,,,,,,,,,co2_ppm:839:neighbor_median=1353;hcho_raw:408:neighbor_median=388;tvoc_raw:142:neighbor_median=278
capture_0020,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0020.jpg,28,52,1900,140,232,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:42:44+00:00,1,3.2,pending,,,,,,,,,co2_ppm:1900:neighbor_median=1402.5;hcho_raw:140:neighbor_median=438.5
capture_0021,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0021.jpg,28,52,1966,469,324,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:11:37+00:00,1,10.2,pending,,,,,,,,,
capture_0022,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0022.jpg,28,52,2021,530,464,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:52:51+00:00,1,10.2,pending,,,,,,,,,hcho_raw:530:neighbor_median=499.5;tvoc_raw:464:neighbor_median=404
capture_0023,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0023.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:39:42+00:00,1,3.2,pending,,,,,,,,,
capture_0024,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0024.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:19:08+00:00,1,10.2,pending,,,,,,,,,
capture_0025,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0025.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:55:32+00:00,1,10.2,pending,,,,,,,,,
capture_0026,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0026.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:33:43+00:00,1,10.2,pending,,,,,,,,,
capture_0027,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0027.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:35:51+00:00,1,3.2,pending,,,,,,,,,
capture_0028,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0028.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:43:45+00:00,1,3.2,pending,,,,,,,,,
capture_0029,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0029.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:14:00+00:00,1,10.2,pending,,,,,,,,,
capture_0030,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0030.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:53:13+00:00,1,10.2,pending,,,,,,,,,
capture_0031,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0031.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:52:14+00:00,1,10.2,pending,,,,,,,,,
capture_0032,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0032.jpg,28,52,2004,509,14,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:05:58+00:00,1,10.1,pending,,,,,,,,,hcho_raw:509:neighbor_median=530;tvoc_raw:14:neighbor_median=484
capture_0033,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0033.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:39:34+00:00,1,10.2,pending,,,,,,,,,
capture_0034,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0034.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:31:21+00:00,1,10.1,pending,,,,,,,,,hcho_raw:530:neighbor_median=550;tvoc_raw:484:neighbor_median=249
capture_0035,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0035.jpg,28,52,2070,570,626,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:19:19+00:00,1,10.2,pending,,,,,,,,,hcho_raw:570:neighbor_median=559;tvoc_raw:626:neighbor_median=245
capture_0036,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0036.jpg,28,52,2114,588,6,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:40:11+00:00,1,3.2,pending,,,,,,,,,tvoc_raw:6:neighbor_median=275
capture_0037,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0037.jpg,28,52,2114,588,6,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:17:07+00:00,1,10.0,pending,,,,,,,,,tvoc_raw:6:neighbor_median=36
capture_0038,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0038.jpg,28,52,2114,588,66,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:12:43+00:00,1,10.0,pending,,,,,,,,,tvoc_raw:66:neighbor_median=6
capture_0039,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0039.jpg,28,52,2114,588,6,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:47:10+00:00,1,9.9,pending,,,,,,,,,tvoc_raw:6:neighbor_median=36
capture_0040,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0040.jpg,28,52,2114,588,646,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:28:37+00:00,1,10.2,pending,,,,,,,,,tvoc_raw:646:neighbor_median=36
capture_0041,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0041.jpg,28,52,2114,588,6,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:44:59+00:00,1,10.0,pending,,,,,,,,,hcho_raw:588:neighbor_median=561;tvoc_raw:6:neighbor_median=489.5
capture_0042,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0042.jpg,28,52,2032,534,495,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:37:01+00:00,1,3.2,pending,,,,,,,,,hcho_raw:534:neighbor_median=562.5
capture_0043,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0043.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:58:49+00:00,1,10.2,pending,,,,,,,,,hcho_raw:530:neighbor_median=562.5;tvoc_raw:484:neighbor_median=280.5
capture_0044,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0044.jpg,28,52,2037,537,514,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:37:13+00:00,1,3.2,pending,,,,,,,,,hcho_raw:537:neighbor_median=561;tvoc_raw:514:neighbor_median=275
capture_0045,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0045.jpg,28,52,2114,588,66,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:49:22+00:00,1,10.1,pending,,,,,,,,,hcho_raw:588:neighbor_median=535.5;tvoc_raw:66:neighbor_median=489.5
capture_0046,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0046.jpg,28,52,2114,588,6,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T14:19:41+00:00,1,9.9,pending,,,,,,,,,hcho_raw:588:neighbor_median=539;tvoc_raw:6:neighbor_median=499
capture_0047,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0047.jpg,28,52,209,58,635,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T14:31:20+00:00,1,9.9,pending,,,,,,,,,
capture_0048,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0048.jpg,28,52,2043,541,526,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:34:16+00:00,1,3.2,pending,,,,,,,,,hcho_raw:541:neighbor_median=568;tvoc_raw:526:neighbor_median=296
capture_0049,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0049.jpg,28,52,2043,545,526,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:22:58+00:00,1,10.2,pending,,,,,,,,,
capture_0050,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0050.jpg,28,52,2054,548,534,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:52:07+00:00,1,10.2,pending,,,,,,,,,hcho_raw:548:neighbor_median=537.5;tvoc_raw:534:neighbor_median=505.5
capture_0051,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0051.jpg,28,52,2037,534,485,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:34:08+00:00,1,3.2,pending,,,,,,,,,
capture_0052,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0052.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:40:50+00:00,1,10.2,pending,,,,,,,,,
capture_0053,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0053.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T14:08:43+00:00,1,10.2,pending,,,,,,,,,
capture_0054,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0054.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:55:24+00:00,1,10.2,pending,,,,,,,,,
capture_0055,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0055.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:59:45+00:00,1,10.2,pending,,,,,,,,,
capture_0056,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0056.jpg,28,52,2026,530,484,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:59:00+00:00,1,10.2,pending,,,,,,,,,hcho_raw:530:neighbor_median=506.5;tvoc_raw:484:neighbor_median=439
capture_0057,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0057.jpg,28,52,1966,483,394,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:34:32+00:00,1,3.2,pending,,,,,,,,,co2_ppm:1966:neighbor_median=1457.5;tvoc_raw:394:neighbor_median=358
capture_0058,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0058.jpg,28,52,889,140,232,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:54:48+00:00,1,10.1,pending,,,,,,,,,co2_ppm:889:neighbor_median=1416.5;hcho_raw:140:neighbor_median=454.5
capture_0059,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0059.jpg,28,52,867,426,81,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T14:11:59+00:00,1,9.9,pending,,,,,,,,,hcho_raw:426:neighbor_median=281;tvoc_raw:81:neighbor_median=147
capture_0060,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0060.jpg,28,52,856,422,18,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:53:09+00:00,1,9.9,pending,,,,,,,,,hcho_raw:422:neighbor_median=77.5;tvoc_raw:18:neighbor_median=115.5
capture_0061,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0061.jpg,28,52,850,15,62,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:38:49+00:00,1,9.8,pending,,,,,,,,,hcho_raw:15:neighbor_median=218.5
capture_0062,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0062.jpg,28,52,845,15,150,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T14:12:33+00:00,1,9.9,pending,,,,,,,,,hcho_raw:15:neighbor_median=211.5;tvoc_raw:150:neighbor_median=56
capture_0063,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0063.jpg,28,52,845,11,50,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:57:57+00:00,1,9.8,pending,,,,,,,,,hcho_raw:11:neighbor_median=27.5;tvoc_raw:50:neighbor_median=102
capture_0064,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0064.jpg,28,52,839,408,142,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:37:26+00:00,1,3.2,pending,,,,,,,,,hcho_raw:408:neighbor_median=27.5;tvoc_raw:142:neighbor_median=36
capture_0065,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0065.jpg,28,52,828,40,22,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:20:14+00:00,1,9.8,pending,,,,,,,,,hcho_raw:40:neighbor_median=389.5
capture_0066,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0066.jpg,28,52,823,393,0,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T14:06:30+00:00,1,9.8,pending,,,,,,,,,tvoc_raw:0:neighbor_median=82
capture_0067,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0067.jpg,28,52,812,386,0,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:44:48+00:00,1,9.8,pending,,,,,,,,,tvoc_raw:0:neighbor_median=451
capture_0068,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0068.jpg,28,52,806,386,880,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:57:14+00:00,1,10.1,pending,,,,,,,,,tvoc_raw:880:neighbor_median=0
capture_0069,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0069.jpg,28,52,806,386,880,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:07:58+00:00,1,10.1,pending,,,,,,,,,tvoc_raw:880:neighbor_median=55.5
capture_0070,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0070.jpg,28,52,812,390,0,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:33:10+00:00,1,3.0,pending,,,,,,,,,tvoc_raw:0:neighbor_median=495.5
capture_0071,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0071.jpg,28,51,828,397,111,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:14:22+00:00,1,10.0,pending,,,,,,,,,hcho_raw:397:neighbor_median=386;tvoc_raw:111:neighbor_median=451
capture_0072,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0072.jpg,28,5,828,40,22,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T14:52:08+00:00,1,9.7,pending,,,,,,,,,
capture_0073,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0073.jpg,28,51,828,40,22,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:44:34+00:00,1,10.0,pending,,,,,,,,,hcho_raw:40:neighbor_median=400.5;tvoc_raw:22:neighbor_median=121
capture_0074,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0074.jpg,28,51,834,404,131,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:59:11+00:00,1,10.1,pending,,,,,,,,,tvoc_raw:131:neighbor_median=80.5
capture_0075,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0075.jpg,28,51,839,408,142,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:32:05+00:00,1,10.1,pending,,,,,,,,,hcho_raw:408:neighbor_median=222;tvoc_raw:142:neighbor_median=50
capture_0076,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0076.jpg,28,51,839,408,50,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:04:30+00:00,1,9.9,pending,,,,,,,,,tvoc_raw:50:neighbor_median=136.5
capture_0077,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0077.jpg,28,51,845,11,50,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:40:48+00:00,1,3.1,pending,,,,,,,,,hcho_raw:11:neighbor_median=408;tvoc_raw:50:neighbor_median=96
capture_0078,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0078.jpg,28,51,845,411,150,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:05:14+00:00,1,10.1,pending,,,,,,,,,hcho_raw:411:neighbor_median=11;tvoc_raw:150:neighbor_median=50
capture_0079,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0079.jpg,28,51,845,11,50,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:51:45+00:00,1,9.8,pending,,,,,,,,,hcho_raw:11:neighbor_median=207.5;tvoc_raw:50:neighbor_median=96
capture_0080,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0080.jpg,28,51,839,11,50,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:40:06+00:00,1,9.8,pending,,,,,,,,,hcho_raw:11:neighbor_median=222;tvoc_raw:50:neighbor_median=96
capture_0081,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0081.jpg,28,51,839,404,142,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:10:41+00:00,1,10.0,pending,,,,,,,,,hcho_raw:404:neighbor_median=25.5;tvoc_raw:142:neighbor_median=50
capture_0082,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0082.jpg,28,51,828,40,22,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:14:33+00:00,1,9.8,pending,,,,,,,,,hcho_raw:40:neighbor_median=386;tvoc_raw:22:neighbor_median=511
capture_0083,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0083.jpg,28,51,806,386,880,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:35:55+00:00,1,10.0,pending,,,,,,,,,tvoc_raw:880:neighbor_median=511
capture_0084,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0084.jpg,28,51,806,386,880,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:55:43+00:00,1,10.1,pending,,,,,,,,,
capture_0085,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0085.jpg,28,51,806,386,880,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:32:46+00:00,1,2.9,pending,,,,,,,,,
capture_0086,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0086.jpg,28,51,806,386,880,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T14:04:41+00:00,1,10.1,pending,,,,,,,,,
capture_0087,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0087.jpg,28,51,806,386,880,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T12:37:42+00:00,1,3.2,pending,,,,,,,,,
capture_0088,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0088.jpg,28,51,806,386,883,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T14:12:55+00:00,1,10.1,pending,,,,,,,,,tvoc_raw:883:neighbor_median=440
capture_0089,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0089.jpg,28,51,817,393,0,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:43:43+00:00,1,9.8,pending,,,,,,,,,tvoc_raw:0:neighbor_median=880
capture_0090,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0090.jpg,28,51,812,390,0,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T13:28:59+00:00,1,9.8,pending,,,,,,,,,tvoc_raw:0:neighbor_median=880
capture_0091,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0091.jpg,28,51,806,386,880,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T14:09:05+00:00,1,10.1,pending,,,,,,,,,tvoc_raw:880:neighbor_median=0
