sample_id,image_path,captured_at_utc,lighting_label,pipeline_cycle,width,height,bytes,sha256,device_status,device_confidence,device_co2_ppm,device_hcho_raw,device_tvoc_raw,device_temperature_c,device_humidity_percent,device_recognition_duration_ms,framesize,quality,brightness,contrast,saturation,aec,agc,awb
capture_0023,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0023.jpg,2026-06-29T10:08:28+00:00,surveillance_mounted_20260629,69,640,480,26063,901dc2c38363673226aaf3716a733eaf41994251d95419f9ff5ad0f279efdf76,ok,0.32,5542,0,41,27.0,41,2531,vga,8,2,2,0,0,0,0
capture_0024,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0024.jpg,2026-06-29T10:08:40+00:00,surveillance_mounted_20260629,70,640,480,26220,69df552ad66a5ff08faecb4951fcfe2846b47c20e7b4ab85d19989544eae3348,ok,0.35,5532,0,146,28.0,43,2448,vga,8,2,2,0,0,0,0
capture_0025,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0025.jpg,2026-06-29T10:08:53+00:00,surveillance_mounted_20260629,71,640,480,26066,bfa5b7907827e398d3a198c97898e4fe796ff8266ce550bdadff4b5bbc8d4e57,ok,0.32,212,106,552,45.0,42,2462,vga,8,2,2,0,0,0,0
capture_0026,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0026.jpg,2026-06-29T10:09:05+00:00,surveillance_mounted_20260629,72,640,480,26085,f228cc7a4efeb9df88af2636cb03a4dc24cec6b83ceffb98601407cd211daeff,ok,0.34,343,27,591,45.0,44,2438,vga,8,2,2,0,0,0,0
capture_0027,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0027.jpg,2026-06-29T10:09:18+00:00,surveillance_mounted_20260629,73,640,480,28017,45d329874dc0d66d3d3958a39c32b92e75869bfa7cf62ba7a579952dbe3e8f5f,ok,0.37,348,27,592,45.0,44,2560,vga,8,2,2,0,0,0,0
capture_0028,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0028.jpg,2026-06-29T10:09:31+00:00,surveillance_mounted_20260629,74,640,480,26126,ac957eb2492da70148cc39d9a2b962451c42a64cbeeb73763b1c5e6191ca1dcf,ok,0.36,5532,0,146,28.0,41,2545,vga,8,2,2,0,0,0,0
capture_0029,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0029.jpg,2026-06-29T10:09:44+00:00,surveillance_mounted_20260629,75,640,480,26190,bf3980b0d8983ec5251d2d4e9283510b087fde9fe7d959b3f41971bb46e5c98e,confidence_too_low,0.25,,,,,,2485,vga,8,2,2,0,0,0,0
capture_0030,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0030.jpg,2026-06-29T10:09:55+00:00,surveillance_mounted_20260629,76,640,480,26093,a1da41b2ed8bc3c64ccaa9e153ca8176d06624e1ec3edb6c70a48880c4ef1bb7,ok,0.41,212,106,552,45.0,44,2504,vga,8,2,2,0,0,0,0
capture_0031,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0031.jpg,2026-06-29T10:10:09+00:00,surveillance_mounted_20260629,77,640,480,26127,b015015ea32316bd0a2fb7ba077dbed637ce816458bffd1e8aa5e722d2d7fc9e,ok,0.33,5532,0,146,28.0,41,2439,vga,8,2,2,0,0,0,0
capture_0032,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0032.jpg,2026-06-29T10:10:21+00:00,surveillance_mounted_20260629,78,640,480,25864,8348d42b2a51b01f49fe6fa063da6e2aba0da8f05bb3ad268968e955865f72a2,ok,0.34,5539,5,144,28.0,41,2505,vga,8,2,2,0,0,0,0
capture_0033,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0033.jpg,2026-06-29T10:10:33+00:00,surveillance_mounted_20260629,79,640,480,26071,9131e80bbc550472dfc6a630ad50a4bd02057c4f40719417ea98a3a423531812,ok,0.34,5532,0,446,28.0,41,2471,vga,8,2,2,0,0,0,0
capture_0034,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0034.jpg,2026-06-29T10:10:46+00:00,surveillance_mounted_20260629,80,640,480,26006,30738dad6ec76d3b88c3515f3b8a8540b89d1a7fd237162568a666d4686a70df,ok,0.33,5532,0,446,28.0,41,2492,vga,8,2,2,0,0,0,0
capture_0035,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0035.jpg,2026-06-29T10:10:58+00:00,surveillance_mounted_20260629,81,640,480,25951,11e959082556356063260253e0b6132b7949da63af0b65a6c3ecf1c2c16ea27b,ok,0.39,5560,0,400,28.0,41,2644,vga,8,2,2,0,0,0,0
capture_0036,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0036.jpg,2026-06-29T10:11:11+00:00,surveillance_mounted_20260629,82,640,480,25532,39f2fc5c7ea3016f9166ae299a7d1e2786f369b05e5d21af2d72f0ba8ff46285,ok,0.3,207,105,550,45.0,40,2530,vga,8,2,2,0,0,0,0
capture_0037,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0037.jpg,2026-06-29T10:11:23+00:00,surveillance_mounted_20260629,83,640,480,25513,d611b5fb14690da9cd9ff07407b11d7ced0fedc1670d9895467454815067dc23,ok,0.34,2217,105,550,45.0,45,2420,vga,8,2,2,0,0,0,0
capture_0038,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0038.jpg,2026-06-29T10:11:35+00:00,surveillance_mounted_20260629,84,640,480,25494,527154cbd4cc6ae0cdc490831dfec35d3581477e2118a7dc23df5d91d8d47f44,ok,0.41,5540,6,446,28.0,41,2418,vga,8,2,2,0,0,0,0
capture_0039,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0039.jpg,2026-06-29T10:11:48+00:00,surveillance_mounted_20260629,85,640,480,25448,6303693fa6b42ba72c605e527db2c70427fbdca14bd100d985037d01cbfb035a,confidence_too_low,0.26,,,,,,2413,vga,8,2,2,0,0,0,0
capture_0040,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0040.jpg,2026-06-29T10:12:03+00:00,surveillance_mounted_20260629,86,640,480,25536,847cfd1612cd110b7234b1f85e0c6ce3826aac857629755cd453c6978330c221,ok,0.38,6540,6,446,28.0,41,2414,vga,8,2,2,0,0,0,0
capture_0041,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0041.jpg,2026-06-29T10:12:12+00:00,surveillance_mounted_20260629,87,640,480,25515,3cb247941b05ecaeb1bece699efc0cf5e2f5769c00b0c0f8c0f65a1c05c6b543,ok,0.33,4277,500,755,5.0,40,2438,vga,8,2,2,0,0,0,0
capture_0042,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0042.jpg,2026-06-29T10:12:25+00:00,surveillance_mounted_20260629,88,640,480,26181,03b94141610185d767b77498b906747d2b2616b0aaa7f7611057d8e30fa31866,confidence_too_low,0.23,,,,,,2603,vga,8,2,2,0,0,0,0
capture_0043,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0043.jpg,2026-06-29T10:12:38+00:00,surveillance_mounted_20260629,89,640,480,26115,ad0499418e27467c63436556b03617ceb43900ceb8277f5f9780201c9c036744,ok,0.4,4282,540,755,5.0,14,2622,vga,8,2,2,0,0,0,0
capture_0044,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0044.jpg,2026-06-29T10:12:50+00:00,surveillance_mounted_20260629,90,640,480,25966,10ee9d132bda9dd69c8be731a4a5ffcc4783e05b246b7475996a72168627a854,ok,0.39,342,27,551,45.0,44,2475,vga,8,2,2,0,0,0,0
capture_0045,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0045.jpg,2026-06-29T10:13:02+00:00,surveillance_mounted_20260629,91,640,480,25523,c926903163fa9d06d71df0e1d9da6ac76dcc8714498b71def0436ffc85793aa4,ok,0.41,4277,500,755,5.0,44,2432,vga,8,2,2,0,0,0,0
capture_0046,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0046.jpg,2026-06-29T10:13:15+00:00,surveillance_mounted_20260629,92,640,480,25761,95adc5946498c329bd8590f22027d43a8f88fb4b784ea68edf01c3a370365e3f,ok,0.36,4277,500,755,5.0,44,2424,vga,8,2,2,0,0,0,0
capture_0047,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0047.jpg,2026-06-29T10:13:28+00:00,surveillance_mounted_20260629,93,640,480,25785,b5844d972adb67af34841fb135146d5a58aa03d908113c17def51a7bd7b2152b,ok,0.4,340,22,559,45.0,44,2470,vga,8,2,2,0,0,0,0
capture_0048,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0048.jpg,2026-06-29T10:13:41+00:00,surveillance_mounted_20260629,94,640,480,25956,5b49b1255b6d3acfac4f077f66ecd689227fe1062c73936ed9ba98fccd16254d,confidence_too_low,0.29,,,,,,2602,vga,8,2,2,0,0,0,0
capture_0049,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0049.jpg,2026-06-29T10:13:53+00:00,surveillance_mounted_20260629,95,640,480,26024,3b8f4d9f7047f6c8054dbb06134640f6354f5d2ea32868b1114fce4b96dc98bc,ok,0.38,5564,25,400,28.0,41,2610,vga,8,2,2,0,0,0,0
capture_0050,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0050.jpg,2026-06-29T10:14:05+00:00,surveillance_mounted_20260629,96,640,480,26137,50396508120b687588533b2ee81346c17c6b9f1f249018c6e15e0d0a47e49827,ok,0.38,5542,46,400,27.0,43,2391,vga,8,2,2,0,0,0,0
capture_0051,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0051.jpg,2026-06-29T10:14:18+00:00,surveillance_mounted_20260629,97,640,480,26008,fb6cbec612d48388892c9c74bac7b8806801d77f35a651ae7e8520c673d34c2c,ok,0.33,542,4,440,27.0,43,2430,vga,8,2,2,0,0,0,0
capture_0052,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0052.jpg,2026-06-29T10:14:31+00:00,surveillance_mounted_20260629,98,640,480,26055,0c257ad97545ac022b7c2a521f05896c44d781fecbf248456b79e7df762bce7c,ok,0.33,5532,0,441,27.0,43,2391,vga,8,2,2,0,0,0,0
capture_0053,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0053.jpg,2026-06-29T10:14:42+00:00,surveillance_mounted_20260629,99,640,480,26140,ad59f0486f9fe407c8d2db5d2fa012ada7311189553edfbf16531e697beb6c9b,ok,0.41,6532,0,446,28.0,41,2423,vga,8,2,2,0,0,0,0
capture_0054,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0054.jpg,2026-06-29T10:14:55+00:00,surveillance_mounted_20260629,100,640,480,28361,ba4559c527efcac5cb806ecb3ccb73b565d9670f6255deed2fb80ce1495c9fe2,ok,0.32,532,0,141,27.0,43,2478,vga,8,2,2,0,0,0,0
capture_0055,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0055.jpg,2026-06-29T10:15:07+00:00,surveillance_mounted_20260629,101,640,480,26104,be399b6990ce2c29afa6795333be9918a014359d3d91fa57d189b973fb4f2e00,ok,0.32,5900,375,344,10.0,71,2421,vga,8,2,2,0,0,0,0
capture_0056,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0056.jpg,2026-06-29T10:15:20+00:00,surveillance_mounted_20260629,102,640,480,26031,8c5ebabaffd081096ba9bdfb7e175d3387b0687c180936712c8d46882f632ca5,ok,0.3,6532,0,446,28.0,41,2660,vga,8,2,2,0,0,0,0
capture_0057,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0057.jpg,2026-06-29T10:15:33+00:00,surveillance_mounted_20260629,103,640,480,25602,0236f966a6989af6ea0412fdcab75b022e966e4babe4547dcbb735fe83f5c5b0,ok,0.41,9120,23,775,12.0,10,2386,vga,8,2,2,0,0,0,0
capture_0058,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0058.jpg,2026-06-29T10:15:46+00:00,surveillance_mounted_20260629,104,640,480,25749,7f1187427df762170ea7e6e8501568e203540d79e8648c28e1a45100e2e6b6fd,ok,0.35,1642,90,420,27.0,43,2418,vga,8,2,2,0,0,0,0
capture_0059,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0059.jpg,2026-06-29T10:15:57+00:00,surveillance_mounted_20260629,105,640,480,25358,2e9f8acf7d85c7a31f4747d2b62b2b0317c4cb5618dee317333a10da68db8749,ok,0.3,2702,96,552,45.0,40,2432,vga,8,2,2,0,0,0,0
capture_0060,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0060.jpg,2026-06-29T10:16:09+00:00,surveillance_mounted_20260629,106,640,480,25500,048af373c946881cd6eab54c04876284ed0597ff61f897501ded43fde1339d82,ok,0.35,1642,16,441,27.0,43,2407,vga,8,2,2,0,0,0,0
capture_0061,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0061.jpg,2026-06-29T10:16:22+00:00,surveillance_mounted_20260629,107,640,480,25590,ad49863b1e4482c64cac35d4c59ced69235691b79ec62b2f66c3d881ac32c5a8,ok,0.3,1642,14,441,27.0,43,2438,vga,8,2,2,0,0,0,0
capture_0062,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0062.jpg,2026-06-29T10:16:35+00:00,surveillance_mounted_20260629,108,640,480,25378,765d150b4d643e8c05f5e63a849c4e953da958c8a78ceb0ab9a8b073d8d339d3,ok,0.4,4727,790,742,5.0,14,2417,vga,8,2,2,0,0,0,0
capture_0063,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0063.jpg,2026-06-29T10:16:49+00:00,surveillance_mounted_20260629,109,640,480,25484,df2ffd7a86776c73d1570ba494e316c904ce47f53af9ad751f0c9dd7802b3d27,ok,0.31,1644,17,440,27.0,43,2608,vga,8,2,2,0,0,0,0
capture_0064,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0064.jpg,2026-06-29T10:17:01+00:00,surveillance_mounted_20260629,110,640,480,25549,eec391dcb53bcfd3ac799c969026f473a0025c505433e4326c66ea5b2a7f69fc,ok,0.37,1642,56,440,27.0,43,2692,vga,8,2,2,0,0,0,0
capture_0065,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0065.jpg,2026-06-29T10:17:12+00:00,surveillance_mounted_20260629,111,640,480,25737,9d76b739e110fca505435e80b3e9fcb146a65d1c93a0d2475a8de3a7f7c7795d,ok,0.37,232,1,130,58.0,43,2421,vga,8,2,2,0,0,0,0
capture_0066,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0066.jpg,2026-06-29T10:17:26+00:00,surveillance_mounted_20260629,112,640,480,25768,2ff90d99fdb486340a21218325ed94bb86372898734f87acac0f96b73337b587,ok,0.35,2702,6,571,45.0,44,2429,vga,8,2,2,0,0,0,0
capture_0067,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0067.jpg,2026-06-29T10:17:37+00:00,surveillance_mounted_20260629,113,640,480,25527,ee61b1c94989f1dfda02e70f89ad8233a8b06bc63807fac300f2478ef8045feb,ok,0.35,4727,740,755,5.0,14,2440,vga,8,2,2,0,0,0,0
capture_0068,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0068.jpg,2026-06-29T10:17:50+00:00,surveillance_mounted_20260629,114,640,480,26916,ee8bedacbfb44c27be836bed2c002079b128c37621286f44cb7e8b556aaa414c,ok,0.35,1632,16,440,27.0,43,2453,vga,8,2,2,0,0,0,0
capture_0069,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0069.jpg,2026-06-29T10:18:03+00:00,surveillance_mounted_20260629,115,640,480,25707,2b373a3e7655b8ed199a77543576cb9e40da52f3435820db39b1d11ea9424aad,ok,0.34,1642,16,440,27.0,43,2495,vga,8,2,2,0,0,0,0
capture_0070,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0070.jpg,2026-06-29T10:18:15+00:00,surveillance_mounted_20260629,116,640,480,25657,fab22b0baef5d884a1fdb1d221d80de6e397bdd64dfcd353021c09829a2e1ec9,value_out_of_range,0.38,,,,,,2474,vga,8,2,2,0,0,0,0
capture_0071,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0071.jpg,2026-06-29T10:18:27+00:00,surveillance_mounted_20260629,117,640,480,25458,5f41d5310558e8ada3972b66bc38bc4cc82e150be14e484194635f73071e057c,ok,0.3,232,1,117,58.0,43,2693,vga,8,2,2,0,0,0,0
capture_0072,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0072.jpg,2026-06-29T10:18:40+00:00,surveillance_mounted_20260629,118,640,480,25527,6c322b9e9d1cf769dac48cd73de72fc47fff888b5ecb6b33520135b40a481b14,ok,0.39,7722,790,745,5.0,44,2468,vga,8,2,2,0,0,0,0
capture_0073,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0073.jpg,2026-06-29T10:18:52+00:00,surveillance_mounted_20260629,119,640,480,26427,1821d4821198518c970fd022055eba7a6ec91a9f7e3f15f936bf8bb9e599b7ee,ok,0.4,1642,57,441,27.0,43,2427,vga,8,2,2,0,0,0,0
capture_0074,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0074.jpg,2026-06-29T10:19:05+00:00,surveillance_mounted_20260629,120,640,480,25456,bee6c3da57d341ab760f137185f6e305dc8aed36fe144e06285dd6946bd3d023,value_out_of_range,0.32,,,,,,2482,vga,8,2,2,0,0,0,0
capture_0075,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0075.jpg,2026-06-29T10:19:17+00:00,surveillance_mounted_20260629,121,640,480,25668,f5bfdc4f27a663411ae455cc9720cc950c62b4c9c96d0ea1b11e3ed1cf0ecc28,ok,0.33,12,32,500,45.0,4,2464,vga,8,2,2,0,0,0,0
capture_0076,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0076.jpg,2026-06-29T10:19:30+00:00,surveillance_mounted_20260629,122,640,480,25733,ba0a56276dbf3cbefbd245c67eb86acc0428a6e4c00b40ccdd0765eed0970785,value_out_of_range,0.36,,,,,,2434,vga,8,2,2,0,0,0,0
capture_0077,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0077.jpg,2026-06-29T10:19:42+00:00,surveillance_mounted_20260629,123,640,480,25360,6208497b98fd62c2e350ee8cb205e1983830447489c62bbb06f6dd71dab48cf4,value_out_of_range,0.36,,,,,,2412,vga,8,2,2,0,0,0,0
capture_0078,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0078.jpg,2026-06-29T10:19:55+00:00,surveillance_mounted_20260629,124,640,480,25342,fb4346e29ccf8cfc1169aa837697d8f3f9a101266ac6fb7868e6984599c97137,value_out_of_range,0.36,,,,,,2414,vga,8,2,2,0,0,0,0
capture_0079,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0079.jpg,2026-06-29T10:20:07+00:00,surveillance_mounted_20260629,125,640,480,25466,4bbc575ff65dd9aeb186e257a4eb64e402a5ad9572293bfda799f5d978bf2f1b,ok,0.3,2707,91,552,45.0,44,2581,vga,8,2,2,0,0,0,0
capture_0080,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0080.jpg,2026-06-29T10:20:20+00:00,surveillance_mounted_20260629,126,640,480,25503,ce4e36870a7d29d750e399153f81013b82b9a4ffd5f0be51c341ac68cbc99632,confidence_too_low,0.29,,,,,,2700,vga,8,2,2,0,0,0,0
capture_0081,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0081.jpg,2026-06-29T10:20:32+00:00,surveillance_mounted_20260629,127,640,480,25675,9bffe64e7d755b810065a09724817f7693e2f7a18f3f09bedb5c2a74e9c93f25,confidence_too_low,0.21,,,,,,2421,vga,8,2,2,0,0,0,0
capture_0082,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0082.jpg,2026-06-29T10:20:45+00:00,surveillance_mounted_20260629,128,640,480,25507,5bac240bc8dd32adfb074f3e6d76ccd8a8837804283d2f2cd4a12bb599d06c73,ok,0.36,7722,799,745,15.0,44,2432,vga,8,2,2,0,0,0,0
capture_0083,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0083.jpg,2026-06-29T10:20:57+00:00,surveillance_mounted_20260629,129,640,480,27200,2e64717e1eadb99774e7d47a1c6d4f6f7e07df26505449aa2bf849073bb26b8d,ok,0.36,9128,53,775,12.0,44,2486,vga,8,2,2,0,0,0,0
capture_0084,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0084.jpg,2026-06-29T10:21:11+00:00,surveillance_mounted_20260629,130,640,480,25712,71f20222a4e4ef89d3b279b7c24de733e37beb9736a67934b267b4c1b2223fe7,value_out_of_range,0.32,,,,,,2475,vga,8,2,2,0,0,0,0
