sample_id,image_path,temperature_c,humidity_percent,co2_ppm,hcho_raw,tvoc_raw,valid,split,notes,review_status,reviewer,reviewed_at_utc,proposal_model,prompt_version,source_proposals,consensus_status,consensus_reason,consensus_models,consensus_votes
capture_0015,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0015.jpg,,,,,,false,train,co2_ppm:1663:neighbor_median=721;hcho_raw:296:neighbor_median=317.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0016,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0016.jpg,,,,,,false,train,co2_ppm:1762:neighbor_median=806;hcho_raw:357:neighbor_median=341;tvoc_raw:999:neighbor_median=789,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0017,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0017.jpg,,,,,,false,train,co2_ppm:806:neighbor_median=1251;hcho_raw:386:neighbor_median=373.5;tvoc_raw:880:neighbor_median=481,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0018,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0018.jpg,,,,,,false,train,co2_ppm:806:neighbor_median=1300.5;hcho_raw:390:neighbor_median=371.5;tvoc_raw:0:neighbor_median=556,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0019,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0019.jpg,,,,,,false,train,co2_ppm:839:neighbor_median=1353;hcho_raw:408:neighbor_median=388;tvoc_raw:142:neighbor_median=278,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0020,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0020.jpg,,,,,,false,train,co2_ppm:1900:neighbor_median=1402.5;hcho_raw:140:neighbor_median=438.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0021,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0021.jpg,28,52,1966,469,324,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0022,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0022.jpg,,,,,,false,train,hcho_raw:530:neighbor_median=499.5;tvoc_raw:464:neighbor_median=404,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0023,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0023.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0024,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0024.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0025,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0025.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0026,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0026.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0027,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0027.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0028,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0028.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0029,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0029.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0030,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0030.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0031,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0031.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0032,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0032.jpg,,,,,,false,train,hcho_raw:509:neighbor_median=530;tvoc_raw:14:neighbor_median=484,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0033,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0033.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0034,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0034.jpg,,,,,,false,train,hcho_raw:530:neighbor_median=550;tvoc_raw:484:neighbor_median=249,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0035,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0035.jpg,,,,,,false,train,hcho_raw:570:neighbor_median=559;tvoc_raw:626:neighbor_median=245,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0036,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0036.jpg,,,,,,false,train,tvoc_raw:6:neighbor_median=275,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0037,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0037.jpg,,,,,,false,train,tvoc_raw:6:neighbor_median=36,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0038,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0038.jpg,,,,,,false,train,tvoc_raw:66:neighbor_median=6,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0039,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0039.jpg,,,,,,false,train,tvoc_raw:6:neighbor_median=36,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0040,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0040.jpg,,,,,,false,train,tvoc_raw:646:neighbor_median=36,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0041,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0041.jpg,,,,,,false,train,hcho_raw:588:neighbor_median=561;tvoc_raw:6:neighbor_median=489.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0042,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0042.jpg,,,,,,false,train,hcho_raw:534:neighbor_median=562.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0043,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0043.jpg,,,,,,false,train,hcho_raw:530:neighbor_median=562.5;tvoc_raw:484:neighbor_median=280.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0044,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0044.jpg,,,,,,false,train,hcho_raw:537:neighbor_median=561;tvoc_raw:514:neighbor_median=275,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0045,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0045.jpg,,,,,,false,train,hcho_raw:588:neighbor_median=535.5;tvoc_raw:66:neighbor_median=489.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0046,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0046.jpg,,,,,,false,train,hcho_raw:588:neighbor_median=539;tvoc_raw:6:neighbor_median=499,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0047,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0047.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0048,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0048.jpg,,,,,,false,train,hcho_raw:541:neighbor_median=568;tvoc_raw:526:neighbor_median=296,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0049,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0049.jpg,28,52,2043,545,526,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0050,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0050.jpg,,,,,,false,train,hcho_raw:548:neighbor_median=537.5;tvoc_raw:534:neighbor_median=505.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0051,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0051.jpg,28,52,2037,534,485,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0052,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0052.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0053,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0053.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0054,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0054.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0055,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0055.jpg,28,52,2026,530,484,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:10:35+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0056,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0056.jpg,,,,,,false,train,hcho_raw:530:neighbor_median=506.5;tvoc_raw:484:neighbor_median=439,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0057,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0057.jpg,,,,,,false,train,co2_ppm:1966:neighbor_median=1457.5;tvoc_raw:394:neighbor_median=358,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0058,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0058.jpg,,,,,,false,train,co2_ppm:889:neighbor_median=1416.5;hcho_raw:140:neighbor_median=454.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0059,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0059.jpg,,,,,,false,train,hcho_raw:426:neighbor_median=281;tvoc_raw:81:neighbor_median=147,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0060,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0060.jpg,,,,,,false,train,hcho_raw:422:neighbor_median=77.5;tvoc_raw:18:neighbor_median=115.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0061,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0061.jpg,,,,,,false,train,hcho_raw:15:neighbor_median=218.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0062,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0062.jpg,,,,,,false,train,hcho_raw:15:neighbor_median=211.5;tvoc_raw:150:neighbor_median=56,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0063,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0063.jpg,,,,,,false,train,hcho_raw:11:neighbor_median=27.5;tvoc_raw:50:neighbor_median=102,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0064,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0064.jpg,,,,,,false,train,hcho_raw:408:neighbor_median=27.5;tvoc_raw:142:neighbor_median=36,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0065,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0065.jpg,,,,,,false,train,hcho_raw:40:neighbor_median=389.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0066,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0066.jpg,,,,,,false,train,tvoc_raw:0:neighbor_median=82,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0067,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0067.jpg,,,,,,false,train,tvoc_raw:0:neighbor_median=451,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0068,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0068.jpg,,,,,,false,train,tvoc_raw:880:neighbor_median=0,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0069,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0069.jpg,,,,,,false,train,tvoc_raw:880:neighbor_median=55.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0070,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0070.jpg,,,,,,false,train,tvoc_raw:0:neighbor_median=495.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0071,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0071.jpg,,,,,,false,train,hcho_raw:397:neighbor_median=386;tvoc_raw:111:neighbor_median=451,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0072,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0072.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0073,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0073.jpg,,,,,,false,train,hcho_raw:40:neighbor_median=400.5;tvoc_raw:22:neighbor_median=121,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0074,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0074.jpg,,,,,,false,train,tvoc_raw:131:neighbor_median=80.5,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0075,tools/dataset/captures/live_surveillance_20260629T1003Z/capture_0075.jpg,,,,,,false,train,hcho_raw:408:neighbor_median=222;tvoc_raw:142:neighbor_median=50,excluded,auto-consensus,2026-07-21T20:10:35+00:00,,,tools/dataset/captures/live_surveillance_20260629T1003Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
