sample_id,image_path,temperature_c,humidity_percent,co2_ppm,hcho_raw,tvoc_raw,valid,split,notes,review_status,reviewer,reviewed_at_utc,proposal_model,prompt_version,source_proposals,consensus_status,consensus_reason,consensus_models,consensus_votes
capture_0011,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0011.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0012,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0012.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0013,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0013.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0014,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0014.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0015,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0015.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0016,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0016.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0017,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0017.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0018,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0018.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0019,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0019.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0020,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0020.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0021,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0021.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0022,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0022.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0023,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0023.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0024,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0024.jpg,22,11,444,11,36,true,train,auto_consensus,automated_consensus,auto-consensus,2026-07-21T20:11:18+00:00,qwen3-vl:4b,aqs-five-field-v2,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,promoted,single_model_temporal_plausible,qwen3-vl:4b,1
capture_0025,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0025.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0026,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0026.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0027,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0027.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0028,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0028.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0029,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0029.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0030,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0030.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0031,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0031.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0032,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0032.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0033,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0033.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0034,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0034.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0035,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0035.jpg,,,,,,false,train,co2_ppm:312:neighbor_median=444,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,temporal_anomaly,qwen3-vl:4b,0
capture_0036,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0036.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0037,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0037.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0038,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0038.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0039,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0039.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0040,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0040.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0041,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0041.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0042,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0042.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0043,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0043.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0044,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0044.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0045,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0045.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0046,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0046.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0047,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0047.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0048,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0048.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0049,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0049.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0050,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0050.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0051,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0051.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0052,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0052.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0053,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0053.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0054,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0054.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0055,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0055.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0056,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0056.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0057,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0057.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0058,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0058.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0059,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0059.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0060,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0060.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0061,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0061.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0062,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0062.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0063,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0063.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0064,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0064.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0065,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0065.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0066,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0066.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0067,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0067.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0068,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0068.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0069,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0069.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0070,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0070.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0071,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0071.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0072,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0072.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0073,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0073.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0074,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0074.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0075,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0075.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0076,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0076.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0077,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0077.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0078,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0078.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0079,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0079.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0080,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0080.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0081,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0081.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0082,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0082.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0083,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0083.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0084,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0084.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0085,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0085.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0086,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0086.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0087,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0087.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0088,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0088.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0089,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0089.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0090,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0090.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0091,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0091.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
capture_0092,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0092.jpg,,,,,,false,train,,excluded,auto-consensus,2026-07-21T20:11:18+00:00,,,tools/dataset/captures/http_300_aqs_20260626T2040Z/labels_ollama_proposals.csv,excluded,no_valid_votes,qwen3-vl:4b,0
