sample_id,image_path,temperature_c,humidity_percent,co2_ppm,hcho_raw,tvoc_raw,valid,split,notes,proposal_status,model,prompt_version,labeled_at_utc,attempts,duration_seconds,review_decision,corrected_co2_ppm,corrected_hcho_raw,corrected_tvoc_raw,corrected_temperature_c,corrected_humidity_percent,reviewer,reviewed_at_utc,quality_reasons,temporal_flags
capture_0011,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0011.jpg,0,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:19:44+00:00,1,2.6,pending,,,,,,,,,
capture_0012,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0012.jpg,22,0,46,0,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:18:39+00:00,1,2.5,pending,,,,,,,,,
capture_0013,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0013.jpg,22,0,46,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:10:57+00:00,1,2.6,pending,,,,,,,,,
capture_0014,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0014.jpg,24,0,46,11,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:08:04+00:00,1,2.3,pending,,,,,,,,,
capture_0015,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0015.jpg,12,0,46,11,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:17:17+00:00,1,2.7,pending,,,,,,,,,
capture_0016,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0016.jpg,1,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:16:26+00:00,1,2.7,pending,,,,,,,,,
capture_0017,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0017.jpg,24,11,46,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:16:04+00:00,1,2.6,pending,,,,,,,,,
capture_0018,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0018.jpg,12,0,46,11,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:17:35+00:00,1,2.8,pending,,,,,,,,,
capture_0019,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0019.jpg,1,1,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:19:01+00:00,1,2.7,pending,,,,,,,,,
capture_0020,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0020.jpg,24,11,46,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:18:05+00:00,1,2.7,pending,,,,,,,,,
capture_0021,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0021.jpg,12,12,46,11,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:12:05+00:00,1,2.7,pending,,,,,,,,,
capture_0022,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0022.jpg,24,11,46,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:20:06+00:00,1,2.9,pending,,,,,,,,,
capture_0023,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0023.jpg,12,12,46,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:04:59+00:00,1,2.0,pending,,,,,,,,,
capture_0024,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0024.jpg,22,11,444,11,36,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:12:15+00:00,1,2.8,pending,,,,,,,,,
capture_0025,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0025.jpg,0,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:08:22+00:00,1,2.3,pending,,,,,,,,,
capture_0026,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0026.jpg,24,11,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:14:51+00:00,1,2.7,pending,,,,,,,,,
capture_0027,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0027.jpg,24,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:20:14+00:00,1,2.5,pending,,,,,,,,,
capture_0028,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0028.jpg,0,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:13:39+00:00,1,2.6,pending,,,,,,,,,
capture_0029,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0029.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:10:35+00:00,1,2.5,pending,,,,,,,,,
capture_0030,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0030.jpg,0,0,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:13:35+00:00,1,2.7,pending,,,,,,,,,
capture_0031,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0031.jpg,22,12,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:21:23+00:00,1,2.7,pending,,,,,,,,,
capture_0032,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0032.jpg,2,1,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:14:30+00:00,1,2.5,pending,,,,,,,,,
capture_0033,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0033.jpg,3,0,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:05:17+00:00,1,2.0,pending,,,,,,,,,
capture_0034,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0034.jpg,18,0,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:11:32+00:00,1,2.5,pending,,,,,,,,,
capture_0035,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0035.jpg,23,13,312,13,36,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:07:09+00:00,1,2.1,pending,,,,,,,,,co2_ppm:312:neighbor_median=444
capture_0036,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0036.jpg,22,12,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:20:17+00:00,1,2.6,pending,,,,,,,,,
capture_0037,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0037.jpg,2,1,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:06:51+00:00,1,2.0,pending,,,,,,,,,
capture_0038,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0038.jpg,22,12,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:13:24+00:00,1,2.7,pending,,,,,,,,,
capture_0039,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0039.jpg,22,12,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:05:29+00:00,1,2.0,pending,,,,,,,,,
capture_0040,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0040.jpg,2,12,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:08:13+00:00,1,2.2,pending,,,,,,,,,
capture_0041,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0041.jpg,24,0,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:20:54+00:00,1,2.7,pending,,,,,,,,,
capture_0042,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0042.jpg,8,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:21:04+00:00,1,2.6,pending,,,,,,,,,
capture_0043,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0043.jpg,0,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:07:18+00:00,1,1.9,pending,,,,,,,,,
capture_0044,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0044.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:16:29+00:00,1,2.6,pending,,,,,,,,,
capture_0045,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0045.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:12:23+00:00,1,2.6,pending,,,,,,,,,
capture_0046,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0046.jpg,2,0,312,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:09:54+00:00,1,2.4,pending,,,,,,,,,
capture_0047,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0047.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:07:23+00:00,1,1.9,pending,,,,,,,,,
capture_0048,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0048.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:15:35+00:00,1,2.6,pending,,,,,,,,,
capture_0049,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0049.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:08:45+00:00,1,2.2,pending,,,,,,,,,
capture_0050,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0050.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:20:25+00:00,1,2.7,pending,,,,,,,,,
capture_0051,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0051.jpg,2,0,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:11:57+00:00,1,2.6,pending,,,,,,,,,
capture_0052,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0052.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:10:39+00:00,1,2.4,pending,,,,,,,,,
capture_0053,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0053.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:18:16+00:00,1,2.7,pending,,,,,,,,,
capture_0054,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0054.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:13:02+00:00,1,2.5,pending,,,,,,,,,
capture_0055,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0055.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:16:55+00:00,1,2.6,pending,,,,,,,,,
capture_0056,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0056.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:17:39+00:00,1,2.7,pending,,,,,,,,,
capture_0057,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0057.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:05:43+00:00,1,1.9,pending,,,,,,,,,
capture_0058,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0058.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:05:46+00:00,1,1.9,pending,,,,,,,,,
capture_0059,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0059.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:10:07+00:00,1,2.5,pending,,,,,,,,,
capture_0060,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0060.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:16:37+00:00,1,2.7,pending,,,,,,,,,
capture_0061,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0061.jpg,2,1,0,11,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:11:25+00:00,1,2.6,pending,,,,,,,,,
capture_0062,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0062.jpg,24,11,0,11,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:08:39+00:00,1,2.5,pending,,,,,,,,,
capture_0063,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0063.jpg,24,11,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:06:45+00:00,1,2.0,pending,,,,,,,,,
capture_0064,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0064.jpg,24,11,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:10:25+00:00,1,2.6,pending,,,,,,,,,
capture_0065,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0065.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:08:55+00:00,1,2.4,pending,,,,,,,,,
capture_0066,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0066.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:19:52+00:00,1,2.5,pending,,,,,,,,,
capture_0067,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0067.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:06:04+00:00,1,1.9,pending,,,,,,,,,
capture_0068,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0068.jpg,2,0,240,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:11:36+00:00,1,2.8,pending,,,,,,,,,
capture_0069,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0069.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:05:05+00:00,1,1.9,pending,,,,,,,,,
capture_0070,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0070.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:19:19+00:00,1,2.5,pending,,,,,,,,,
capture_0071,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0071.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:20:21+00:00,1,2.6,pending,,,,,,,,,
capture_0072,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0072.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:05:26+00:00,1,1.9,pending,,,,,,,,,
capture_0073,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0073.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:12:55+00:00,1,2.6,pending,,,,,,,,,
capture_0074,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0074.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:14:48+00:00,1,2.6,pending,,,,,,,,,
capture_0075,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0075.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:20:46+00:00,1,2.5,pending,,,,,,,,,
capture_0076,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0076.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:21:34+00:00,1,2.6,pending,,,,,,,,,
capture_0077,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0077.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:11:04+00:00,1,2.6,pending,,,,,,,,,
capture_0078,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0078.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:17:24+00:00,1,2.7,pending,,,,,,,,,
capture_0079,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0079.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:19:05+00:00,1,2.6,pending,,,,,,,,,
capture_0080,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0080.jpg,2,0,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:19:16+00:00,1,2.8,pending,,,,,,,,,
capture_0081,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0081.jpg,2,12,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:12:12+00:00,1,2.4,pending,,,,,,,,,
capture_0082,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0082.jpg,2,0,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:07:32+00:00,1,2.0,pending,,,,,,,,,
capture_0083,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0083.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:15:39+00:00,1,2.7,pending,,,,,,,,,
capture_0084,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0084.jpg,2,12,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:18:24+00:00,1,2.8,pending,,,,,,,,,
capture_0085,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0085.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:10:28+00:00,1,2.5,pending,,,,,,,,,
capture_0086,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0086.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:12:33+00:00,1,2.6,pending,,,,,,,,,
capture_0087,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0087.jpg,2,1,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:09:50+00:00,1,2.4,pending,,,,,,,,,
capture_0088,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0088.jpg,2,0,0,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:06:30+00:00,1,2.0,pending,,,,,,,,,
capture_0089,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0089.jpg,24,11,46,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:08:16+00:00,1,2.1,pending,,,,,,,,,
capture_0090,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0090.jpg,24,11,46,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:09:47+00:00,1,2.5,pending,,,,,,,,,
capture_0091,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0091.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:21:12+00:00,1,2.6,pending,,,,,,,,,
capture_0092,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0092.jpg,24,11,46,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:06:12+00:00,1,2.0,pending,,,,,,,,,
capture_0093,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0093.jpg,2,12,46,11,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:13:06+00:00,1,2.6,pending,,,,,,,,,
capture_0094,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0094.jpg,24,11,46,13,36,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:09:09+00:00,1,2.2,pending,,,,,,,,,
capture_0095,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0095.jpg,24,11,444,11,0,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:14:22+00:00,1,2.7,pending,,,,,,,,,tvoc_raw:0:neighbor_median=36
capture_0096,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0096.jpg,2,0,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:10:11+00:00,1,2.4,pending,,,,,,,,,
capture_0097,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0097.jpg,24,12,444,11,0,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:05:23+00:00,1,2.0,pending,,,,,,,,,tvoc_raw:0:neighbor_median=36
capture_0098,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0098.jpg,2,1,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:05:08+00:00,1,1.9,pending,,,,,,,,,
capture_0099,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0099.jpg,2,1,0,-1,-1,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:08:49+00:00,1,2.4,pending,,,,,,,,,
capture_0100,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0100.jpg,21,11,444,13,36,true,train,ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:17:54+00:00,1,2.9,pending,,,,,,,,,temperature_c:21:neighbor_median=23.5
capture_0101,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0101.jpg,2,1,0,5,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:14:58+00:00,1,2.6,pending,,,,,,,,,
capture_0102,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0102.jpg,2,1,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:18:43+00:00,1,2.6,pending,,,,,,,,,
capture_0103,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0103.jpg,2,5,0,0,0,false,train,ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T10:07:57+00:00,1,2.0,pending,,,,,,,,,
