sample_id,image_path,lighting_label,framesize,quality,brightness,contrast,saturation,aec,agc,awb,http_code,bytes,captured_at_utc,display_text,notes
capture_0045,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0045.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22962,2026-06-26T20:40:17Z,,
capture_0046,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0046.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,52432,2026-06-26T20:40:17Z,,
capture_0047,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0047.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22835,2026-06-26T20:40:17Z,,
capture_0048,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0048.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23433,2026-06-26T20:40:17Z,,
capture_0049,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0049.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22778,2026-06-26T20:40:18Z,,
capture_0050,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0050.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22881,2026-06-26T20:40:18Z,,
capture_0051,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0051.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22936,2026-06-26T20:40:18Z,,
capture_0052,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0052.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22929,2026-06-26T20:40:18Z,,
capture_0053,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0053.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23068,2026-06-26T20:40:18Z,,
capture_0054,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0054.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,25994,2026-06-26T20:40:19Z,,
capture_0055,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0055.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22889,2026-06-26T20:40:19Z,,
capture_0056,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0056.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23178,2026-06-26T20:40:19Z,,
capture_0057,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0057.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23140,2026-06-26T20:40:19Z,,
capture_0058,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0058.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23324,2026-06-26T20:40:19Z,,
capture_0059,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0059.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23631,2026-06-26T20:40:20Z,,
capture_0060,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0060.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22506,2026-06-26T20:40:20Z,,
capture_0061,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0061.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22776,2026-06-26T20:40:20Z,,
capture_0062,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0062.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22735,2026-06-26T20:40:20Z,,
capture_0063,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0063.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22681,2026-06-26T20:40:20Z,,
capture_0064,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0064.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22643,2026-06-26T20:40:21Z,,
capture_0065,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0065.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,25657,2026-06-26T20:40:21Z,,
capture_0066,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0066.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22724,2026-06-26T20:40:21Z,,
capture_0067,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0067.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22827,2026-06-26T20:40:21Z,,
capture_0068,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0068.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22927,2026-06-26T20:40:21Z,,
capture_0069,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0069.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22851,2026-06-26T20:40:21Z,,
capture_0070,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0070.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22940,2026-06-26T20:40:22Z,,
capture_0071,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0071.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23328,2026-06-26T20:40:22Z,,
capture_0072,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0072.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23276,2026-06-26T20:40:22Z,,
capture_0073,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0073.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23018,2026-06-26T20:40:22Z,,
capture_0074,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0074.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22868,2026-06-26T20:40:22Z,,
capture_0075,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0075.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23122,2026-06-26T20:40:23Z,,
capture_0076,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0076.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,25967,2026-06-26T20:40:23Z,,
capture_0077,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0077.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23049,2026-06-26T20:40:23Z,,
capture_0078,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0078.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23081,2026-06-26T20:40:23Z,,
capture_0079,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0079.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23189,2026-06-26T20:40:23Z,,
capture_0080,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0080.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23594,2026-06-26T20:40:24Z,,
capture_0081,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0081.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23419,2026-06-26T20:40:24Z,,
capture_0082,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0082.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23255,2026-06-26T20:40:24Z,,
capture_0083,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0083.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23320,2026-06-26T20:40:24Z,,
capture_0084,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0084.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23309,2026-06-26T20:40:24Z,,
capture_0085,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0085.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23103,2026-06-26T20:40:24Z,,
capture_0086,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0086.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23492,2026-06-26T20:40:25Z,,
capture_0087,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0087.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22794,2026-06-26T20:40:25Z,,
capture_0088,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0088.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,48089,2026-06-26T20:40:25Z,,
capture_0089,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0089.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22903,2026-06-26T20:40:25Z,,
capture_0090,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0090.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22805,2026-06-26T20:40:26Z,,
capture_0091,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0091.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22890,2026-06-26T20:40:26Z,,
capture_0092,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0092.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22815,2026-06-26T20:40:26Z,,
capture_0093,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0093.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22936,2026-06-26T20:40:26Z,,
capture_0094,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0094.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,23009,2026-06-26T20:40:27Z,,
capture_0095,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0095.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22783,2026-06-26T20:40:27Z,,
capture_0096,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0096.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,27443,2026-06-26T20:40:27Z,,
capture_0097,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0097.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22758,2026-06-26T20:40:27Z,,
capture_0098,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0098.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,24439,2026-06-26T20:40:27Z,,
capture_0099,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0099.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,37149,2026-06-26T20:40:28Z,,
capture_0100,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0100.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22588,2026-06-26T20:40:28Z,,
capture_0101,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0101.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22738,2026-06-26T20:40:28Z,,
capture_0102,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0102.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22725,2026-06-26T20:40:28Z,,
capture_0103,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0103.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22650,2026-06-26T20:40:29Z,,
capture_0104,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0104.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22738,2026-06-26T20:40:29Z,,
capture_0105,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0105.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21982,2026-06-26T20:40:29Z,,
capture_0106,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0106.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21885,2026-06-26T20:40:29Z,,
capture_0107,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0107.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22016,2026-06-26T20:40:30Z,,
capture_0108,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0108.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22296,2026-06-26T20:40:30Z,,
capture_0109,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0109.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22085,2026-06-26T20:40:30Z,,
capture_0110,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0110.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21942,2026-06-26T20:40:30Z,,
capture_0111,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0111.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22013,2026-06-26T20:40:30Z,,
capture_0112,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0112.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22013,2026-06-26T20:40:31Z,,
capture_0113,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0113.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22506,2026-06-26T20:40:31Z,,
capture_0114,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0114.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22763,2026-06-26T20:40:31Z,,
capture_0115,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0115.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22046,2026-06-26T20:40:31Z,,
capture_0116,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0116.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21821,2026-06-26T20:40:31Z,,
capture_0117,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0117.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21976,2026-06-26T20:40:32Z,,
capture_0118,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0118.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21888,2026-06-26T20:40:32Z,,
capture_0119,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0119.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21990,2026-06-26T20:40:32Z,,
capture_0120,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0120.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21973,2026-06-26T20:40:33Z,,
capture_0121,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0121.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21899,2026-06-26T20:40:33Z,,
capture_0122,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0122.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21782,2026-06-26T20:40:33Z,,
capture_0123,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0123.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21925,2026-06-26T20:40:33Z,,
capture_0124,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0124.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22219,2026-06-26T20:40:34Z,,
capture_0125,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0125.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21856,2026-06-26T20:40:34Z,,
capture_0126,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0126.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21773,2026-06-26T20:40:34Z,,
capture_0127,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0127.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21813,2026-06-26T20:40:34Z,,
capture_0128,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0128.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21796,2026-06-26T20:40:35Z,,
capture_0129,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0129.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21793,2026-06-26T20:40:35Z,,
capture_0130,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0130.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22112,2026-06-26T20:40:35Z,,
capture_0131,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0131.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22120,2026-06-26T20:40:35Z,,
capture_0132,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0132.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21974,2026-06-26T20:40:36Z,,
capture_0133,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0133.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22258,2026-06-26T20:40:36Z,,
capture_0134,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0134.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22121,2026-06-26T20:40:36Z,,
capture_0135,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0135.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22052,2026-06-26T20:40:36Z,,
capture_0136,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0136.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22146,2026-06-26T20:40:36Z,,
capture_0137,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0137.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21900,2026-06-26T20:40:37Z,,
capture_0138,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0138.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21863,2026-06-26T20:40:37Z,,
capture_0139,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0139.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22025,2026-06-26T20:40:37Z,,
capture_0140,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0140.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21972,2026-06-26T20:40:37Z,,
capture_0141,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0141.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22091,2026-06-26T20:40:38Z,,
capture_0142,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0142.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22117,2026-06-26T20:40:38Z,,
capture_0143,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0143.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21933,2026-06-26T20:40:38Z,,
capture_0144,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0144.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21964,2026-06-26T20:40:38Z,,
capture_0145,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0145.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22153,2026-06-26T20:40:38Z,,
capture_0146,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0146.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,22191,2026-06-26T20:40:39Z,,
capture_0147,tools/dataset/captures/http_300_aqs_20260626T2040Z/capture_0147.jpg,mounted_http_quick_20260626,vga,8,2,2,,0,0,0,200,21881,2026-06-26T20:40:39Z,,
