sample_id,image_path,temperature_c,humidity_percent,co2_ppm,hcho_raw,tvoc_raw,valid,split,notes,proposal_status,model,prompt_version,labeled_at_utc,attempts,duration_seconds
capture_0065,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0065.jpg,28,46,827,53,46,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:53:57+00:00,1,4.3
capture_0068,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0068.jpg,28,46,83,64,79,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:55:38+00:00,1,4.3
capture_0071,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0071.jpg,28,46,83,64,79,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:59:34+00:00,1,4.3
capture_0074,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0074.jpg,28,46,83,64,79,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:40:36+00:00,1,16.4
capture_0077,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0077.jpg,28,46,827,64,39,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:05:02+00:00,1,4.3
capture_0079,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0079.jpg,28,46,827,53,194,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:06:08+00:00,1,4.4
capture_0082,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0082.jpg,28,46,827,53,0,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:00:57+00:00,1,4.3
capture_0085,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0085.jpg,28,46,827,53,173,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:48:36+00:00,1,16.8
capture_0088,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0088.jpg,-1,-1,0,-1,-1,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:05:50+00:00,1,4.1
capture_0091,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0091.jpg,28,46,822,56,73,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:57:19+00:00,1,4.3
capture_0094,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0094.jpg,28,46,827,53,160,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:43:21+00:00,1,16.8
capture_0097,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0097.jpg,28,46,827,53,160,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:39:46+00:00,1,16.8
capture_0100,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0100.jpg,28,46,794,5,62,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:50:31+00:00,1,4.3
capture_0103,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0103.jpg,28,46,794,5,62,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:36:00+00:00,1,4.2
capture_0106,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0106.jpg,28,46,794,5,62,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:04:18+00:00,1,4.3
capture_0109,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0109.jpg,28,46,789,56,56,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:19:17+00:00,1,16.3
capture_0112,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0112.jpg,28,46,789,56,56,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:11:24+00:00,1,4.3
capture_0115,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0115.jpg,28,46,789,56,34,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:59:47+00:00,1,4.3
capture_0118,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0118.jpg,28,46,789,56,56,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:53:40+00:00,1,4.3
capture_0121,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0121.jpg,28,46,794,56,56,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:41:59+00:00,1,16.6
capture_0124,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0124.jpg,28,46,789,56,56,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:34:03+00:00,1,4.3
capture_0127,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0127.jpg,28,46,789,56,56,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:28:42+00:00,1,16.2
capture_0130,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0130.jpg,28,46,794,5,60,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:32:09+00:00,1,4.3
capture_0133,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0133.jpg,28,46,794,5,60,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:56:17+00:00,1,4.3
capture_0136,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0136.jpg,-1,-1,0,-1,-1,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:50:18+00:00,1,4.1
capture_0139,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0139.jpg,28,46,772,5,36,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:59:21+00:00,1,4.3
capture_0142,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0142.jpg,28,46,772,5,8,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:58:28+00:00,1,4.2
capture_0145,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0145.jpg,28,46,767,5,43,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:05:29+00:00,1,4.3
capture_0148,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0148.jpg,28,46,783,5,46,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:10:01+00:00,1,4.3
capture_0151,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0151.jpg,28,46,789,5,34,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:04:09+00:00,1,4.3
capture_0154,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0154.jpg,28,46,783,5,46,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:58:02+00:00,1,4.2
capture_0157,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0157.jpg,-1,-1,789,56,34,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:01:23+00:00,1,4.2
capture_0160,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0160.jpg,28,46,783,5,46,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:33:19+00:00,1,4.3
capture_0163,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0163.jpg,28,46,789,56,56,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:08:02+00:00,1,4.3
capture_0166,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0166.jpg,28,46,789,56,56,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:26:16+00:00,1,16.2
capture_0169,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0169.jpg,28,46,783,5,54,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:50:49+00:00,1,4.3
capture_0172,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0172.jpg,28,46,778,54,36,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:07:40+00:00,1,4.3
capture_0175,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0175.jpg,28,46,783,54,54,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:04:53+00:00,1,4.3
capture_0178,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0178.jpg,28,46,783,54,0,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:09:56+00:00,1,4.3
capture_0181,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0181.jpg,28,46,772,53,8,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:08:11+00:00,1,4.3
capture_0184,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0184.jpg,28,46,778,54,36,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:03:04+00:00,1,4.3
capture_0186,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0186.jpg,28,46,78,53,0,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:53:26+00:00,1,4.2
capture_0189,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0189.jpg,28,46,78,54,36,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:24:39+00:00,1,16.0
capture_0192,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0192.jpg,28,46,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:32:57+00:00,1,4.3
capture_0195,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0195.jpg,28,46,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:06:21+00:00,1,4.4
capture_0198,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0198.jpg,28,46,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:06:52+00:00,1,4.3
capture_0201,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0201.jpg,28,46,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:45:50+00:00,1,16.6
capture_0204,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0204.jpg,28,46,750,48,36,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:32:05+00:00,1,4.3
capture_0207,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0207.jpg,28,46,756,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:40:03+00:00,1,16.6
capture_0210,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0210.jpg,28,46,756,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:51:28+00:00,1,4.3
capture_0213,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0213.jpg,-1,-1,76,5,3,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:58:24+00:00,1,4.1
capture_0216,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0216.jpg,28,46,767,5,42,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:10:53+00:00,1,4.3
capture_0219,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0219.jpg,28,46,767,5,43,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:51:02+00:00,1,4.3
capture_0222,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0222.jpg,28,46,756,0,43,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:37:32+00:00,1,4.3
capture_0225,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0225.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:54:59+00:00,1,4.3
capture_0228,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0228.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:59:30+00:00,1,4.3
capture_0231,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0231.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:33:32+00:00,1,4.3
capture_0234,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0234.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:45:17+00:00,1,16.6
capture_0237,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0237.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:34:56+00:00,1,4.3
capture_0240,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0240.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:36:22+00:00,1,4.3
capture_0243,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0243.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:34:38+00:00,1,4.3
capture_0246,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0246.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:10:23+00:00,1,4.3
capture_0249,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0249.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:01:10+00:00,1,4.3
capture_0252,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0252.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:52:12+00:00,1,4.3
capture_0255,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0255.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:08:33+00:00,1,4.4
capture_0258,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0258.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:02:02+00:00,1,4.3
capture_0261,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0261.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:57:10+00:00,1,4.3
capture_0264,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0264.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:22:30+00:00,1,16.2
capture_0267,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0267.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:56:39+00:00,1,4.3
capture_0270,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0270.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:32:23+00:00,1,4.3
capture_0273,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0273.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:17:39+00:00,1,16.2
capture_0276,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0276.jpg,-1,-1,750,48,36,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:51:37+00:00,1,4.3
capture_0279,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0279.jpg,-1,-1,750,48,36,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:00:00+00:00,1,4.2
capture_0282,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0282.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:04:40+00:00,1,4.3
capture_0285,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0285.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:06:17+00:00,1,4.3
capture_0288,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0288.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:35:39+00:00,1,4.3
capture_0291,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0291.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:57:23+00:00,1,4.3
capture_0294,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0294.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:49:17+00:00,1,4.3
capture_0297,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0297.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:47:30+00:00,1,16.6
capture_0300,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0300.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:01:41+00:00,1,4.3
capture_0303,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0303.jpg,-1,-1,750,36,489,false,train,ocr_invalid_or_implausible,rejected,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:32:01+00:00,1,4.2
capture_0306,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0306.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:34:07+00:00,1,4.3
capture_0309,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0309.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:06:56+00:00,1,4.3
capture_0312,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0312.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:41:42+00:00,1,16.7
capture_0315,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0315.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:31:07+00:00,1,16.2
capture_0318,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0318.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:53:31+00:00,1,4.3
capture_0321,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0321.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:54:50+00:00,1,4.3
capture_0324,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0324.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:56:44+00:00,1,4.3
capture_0327,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0327.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:10:27+00:00,1,4.3
capture_0330,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0330.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:53:05+00:00,1,4.3
capture_0333,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0333.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:31:43+00:00,1,4.5
capture_0336,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0336.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:08:20+00:00,1,4.3
capture_0339,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0339.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:28:09+00:00,1,16.2
capture_0342,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0342.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:10:49+00:00,1,4.3
capture_0345,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0345.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:27:05+00:00,1,16.2
capture_0348,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0348.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:34:16+00:00,1,4.3
capture_0351,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0351.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:38:40+00:00,1,16.6
capture_0354,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0354.jpg,26,93,750,3,48,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T20:37:59+00:00,1,4.3
capture_0357,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0357.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:07:05+00:00,1,4.3
capture_0360,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0360.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:09:08+00:00,1,4.3
capture_0363,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0363.jpg,28,45,750,49,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:01:06+00:00,1,4.3
capture_0366,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0366.jpg,28,45,750,48,37,true,train,ollama_ocr,accepted,minicpm-v:latest,aqs-five-field-v2,2026-07-21T21:04:49+00:00,1,4.3
