sample_id,image_path,temperature_c,humidity_percent,co2_ppm,hcho_raw,tvoc_raw,valid,split,notes,proposal_status,model,prompt_version,labeled_at_utc,attempts,duration_seconds
capture_0091,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0091.jpg,28,46,822,62,13,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:16:37+00:00,1,9.9
capture_0094,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0094.jpg,28,46,827,63,16,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:25:21+00:00,1,9.9
capture_0097,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0097.jpg,28,46,827,63,16,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:59:54+00:00,1,3.1
capture_0100,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0100.jpg,28,46,794,57,62,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:12:22+00:00,1,9.8
capture_0103,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0103.jpg,28,46,794,57,62,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:06:29+00:00,1,9.8
capture_0106,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0106.jpg,28,46,794,57,62,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:52:14+00:00,1,3.1
capture_0109,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0109.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:48:43+00:00,1,3.1
capture_0112,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0112.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:10:34+00:00,1,9.8
capture_0115,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0115.jpg,28,48,789,56,55,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:57:48+00:00,1,3.1
capture_0118,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0118.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:55:53+00:00,1,3.1
capture_0121,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0121.jpg,28,46,794,56,56,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:50:07+00:00,1,3.1
capture_0124,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0124.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:55:34+00:00,1,3.1
capture_0127,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0127.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:59:23+00:00,1,3.1
capture_0130,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0130.jpg,28,46,794,57,59,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:55:56+00:00,1,3.1
capture_0133,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0133.jpg,28,46,794,57,59,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:50:26+00:00,1,3.1
capture_0136,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0136.jpg,28,46,805,59,65,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:58:10+00:00,1,3.1
capture_0139,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0139.jpg,28,46,772,55,5,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:14:58+00:00,1,9.7
capture_0142,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0142.jpg,28,46,772,54,18,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:49:11+00:00,1,3.1
capture_0145,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0145.jpg,28,46,767,52,15,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:01:15+00:00,1,9.8
capture_0148,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0148.jpg,28,46,783,55,54,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:24:21+00:00,1,10.0
capture_0151,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0151.jpg,28,46,789,55,54,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:57:33+00:00,1,3.1
capture_0154,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0154.jpg,28,46,783,55,54,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:08:56+00:00,1,9.8
capture_0157,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0157.jpg,23,54,789,56,54,true,train,timed_daylight_usb ollama_ocr,,,,,,
capture_0160,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0160.jpg,28,46,783,55,54,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:21:03+00:00,1,9.8
capture_0163,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0163.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:58:01+00:00,1,3.1
capture_0166,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0166.jpg,28,46,789,56,56,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:15:57+00:00,1,9.8
capture_0169,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0169.jpg,28,46,783,55,54,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:11:13+00:00,1,9.8
capture_0172,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0172.jpg,28,46,778,54,54,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:48:52+00:00,1,3.1
capture_0175,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0175.jpg,28,46,783,54,54,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:51:58+00:00,1,3.1
capture_0178,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0178.jpg,28,46,783,0,54,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:50:41+00:00,1,3.1
capture_0181,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0181.jpg,28,46,772,53,18,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:31:46+00:00,1,2.1
capture_0184,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0184.jpg,28,46,778,54,61,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:59:44+00:00,1,3.1
capture_0186,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0186.jpg,28,46,778,53,18,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:56:24+00:00,1,3.1
capture_0189,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0189.jpg,28,46,778,54,5,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:20:44+00:00,1,9.7
capture_0192,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0192.jpg,28,46,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:51:40+00:00,1,3.1
capture_0195,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0195.jpg,28,46,750,13,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:56:08+00:00,1,3.1
capture_0198,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0198.jpg,28,46,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:27:30+00:00,1,10.0
capture_0201,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0201.jpg,28,46,750,49,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:57:51+00:00,1,3.1
capture_0204,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0204.jpg,28,46,750,13,10,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:58:28+00:00,1,3.1
capture_0207,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0207.jpg,28,46,756,49,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:51:43+00:00,1,3.1
capture_0210,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0210.jpg,28,46,756,49,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:58:19+00:00,1,3.1
capture_0213,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0213.jpg,23,63,761,5,63,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:56:36+00:00,1,3.1
capture_0216,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0216.jpg,28,46,767,5,42,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:24:11+00:00,1,9.9
capture_0219,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0219.jpg,28,46,767,52,15,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:55:03+00:00,1,3.1
capture_0222,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0222.jpg,28,46,756,5,10,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:46:32+00:00,1,2.1
capture_0225,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0225.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:55:13+00:00,1,3.1
capture_0228,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0228.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:04:31+00:00,1,9.8
capture_0231,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0231.jpg,28,45,750,9,137,true,train,timed_daylight_usb ollama_ocr,,,,,,
capture_0234,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0234.jpg,28,45,750,49,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:57:20+00:00,1,3.1
capture_0237,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0237.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:58:25+00:00,1,3.1
capture_0240,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0240.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:58:04+00:00,1,3.1
capture_0243,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0243.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:18:45+00:00,1,10.0
capture_0246,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0246.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:16:27+00:00,1,10.0
capture_0249,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0249.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:51:21+00:00,1,3.1
capture_0252,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0252.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:31:43+00:00,1,2.1
capture_0255,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0255.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:05:40+00:00,1,9.9
capture_0258,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0258.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:27:20+00:00,1,10.0
capture_0261,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0261.jpg,28,45,750,0,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:59:13+00:00,1,3.1
capture_0264,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0264.jpg,28,45,750,49,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:59:20+00:00,1,3.1
capture_0267,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0267.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:49:24+00:00,1,3.1
capture_0270,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0270.jpg,28,45,750,49,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:50:47+00:00,1,3.1
capture_0273,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0273.jpg,28,45,750,49,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:59:48+00:00,1,3.1
capture_0276,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0276.jpg,23,137,750,13,137,false,train,timed_daylight_usb ocr_invalid_or_implausible,rejected,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:24:41+00:00,1,10.3
capture_0279,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0279.jpg,23,72,750,13,36,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:53:21+00:00,1,3.1
capture_0282,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0282.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:51:31+00:00,1,3.1
capture_0285,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0285.jpg,28,45,750,49,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:46:08+00:00,1,2.0
capture_0288,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0288.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:00:00+00:00,1,3.1
capture_0291,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0291.jpg,28,45,750,0,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:21:33+00:00,1,9.9
capture_0294,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0294.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:49:14+00:00,1,3.2
capture_0297,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0297.jpg,28,45,750,0,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:58:48+00:00,1,3.1
capture_0300,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0300.jpg,28,45,750,13,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:52:08+00:00,1,3.1
capture_0303,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0303.jpg,-1,-1,-1,-1,-1,false,train,ollama_network_error: Ollama HTTP 500: Internal Server Error,error,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:56:46+00:00,2,0.4
capture_0306,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0306.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:53:39+00:00,1,3.1
capture_0309,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0309.jpg,28,45,750,49,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:47:51+00:00,1,3.1
capture_0312,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0312.jpg,28,45,750,49,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:04:02+00:00,1,9.9
capture_0315,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0315.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:23:12+00:00,1,10.0
capture_0318,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0318.jpg,28,45,750,49,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:50:53+00:00,1,3.1
capture_0321,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0321.jpg,28,45,750,49,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:11:23+00:00,1,9.8
capture_0324,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0324.jpg,28,45,750,49,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:07:08+00:00,1,9.8
capture_0327,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0327.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:09:26+00:00,1,9.9
capture_0330,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0330.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:54:10+00:00,1,3.1
capture_0333,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0333.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:52:59+00:00,1,3.1
capture_0336,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0336.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:46:58+00:00,1,3.1
capture_0339,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0339.jpg,28,45,750,0,87,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:13:50+00:00,1,9.7
capture_0342,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0342.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:14:29+00:00,1,10.0
capture_0345,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0345.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:49:42+00:00,1,3.1
capture_0348,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0348.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:56:11+00:00,1,3.1
capture_0351,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0351.jpg,28,45,750,13,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:54:39+00:00,1,3.1
capture_0354,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0354.jpg,13,16,750,13,36,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T06:03:13+00:00,1,9.8
capture_0357,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0357.jpg,28,45,750,0,137,true,train,timed_daylight_usb ollama_ocr,accepted,qwen3-vl:4b,aqs-five-field-v2,2026-06-29T05:30:53+00:00,1,2.1
