sample_id,image_path,lighting_label,framesize,quality,brightness,contrast,saturation,aec,agc,awb,serial_status,bytes,width,height,captured_at_utc,display_text,notes
capture_0029,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0029.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25804,640,480,2026-06-27T10:00:29Z,,serial_periodic_cache
capture_0030,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0030.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25804,640,480,2026-06-27T10:00:34Z,,periodic_cache_unchanged
capture_0031,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0031.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25804,640,480,2026-06-27T10:00:38Z,,periodic_cache_unchanged
capture_0032,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0032.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,26052,640,480,2026-06-27T10:00:42Z,,serial_periodic_cache
capture_0033,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0033.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,26052,640,480,2026-06-27T10:00:46Z,,periodic_cache_unchanged
capture_0034,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0034.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,26052,640,480,2026-06-27T10:00:50Z,,periodic_cache_unchanged
capture_0035,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0035.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25871,640,480,2026-06-27T10:00:55Z,,serial_periodic_cache
capture_0036,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0036.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25871,640,480,2026-06-27T10:00:59Z,,periodic_cache_unchanged
capture_0037,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0037.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25871,640,480,2026-06-27T10:01:03Z,,periodic_cache_unchanged
capture_0038,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0038.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,26060,640,480,2026-06-27T10:01:07Z,,serial_periodic_cache
capture_0039,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0039.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,26060,640,480,2026-06-27T10:01:11Z,,periodic_cache_unchanged
capture_0040,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0040.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,26060,640,480,2026-06-27T10:01:15Z,,periodic_cache_unchanged
capture_0041,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0041.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25867,640,480,2026-06-27T10:01:20Z,,serial_periodic_cache
capture_0042,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0042.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25867,640,480,2026-06-27T10:01:24Z,,periodic_cache_unchanged
capture_0043,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0043.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25867,640,480,2026-06-27T10:01:28Z,,periodic_cache_unchanged
capture_0044,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0044.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,26211,640,480,2026-06-27T10:01:32Z,,serial_periodic_cache
capture_0045,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0045.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,26211,640,480,2026-06-27T10:01:36Z,,periodic_cache_unchanged
capture_0046,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0046.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,26211,640,480,2026-06-27T10:01:41Z,,periodic_cache_unchanged
capture_0047,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0047.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25834,640,480,2026-06-27T10:01:45Z,,serial_periodic_cache
capture_0048,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0048.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25834,640,480,2026-06-27T10:01:49Z,,periodic_cache_unchanged
capture_0049,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0049.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25834,640,480,2026-06-27T10:01:53Z,,periodic_cache_unchanged
capture_0050,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0050.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25810,640,480,2026-06-27T10:01:57Z,,serial_periodic_cache
capture_0051,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0051.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25810,640,480,2026-06-27T10:02:01Z,,periodic_cache_unchanged
capture_0052,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0052.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25810,640,480,2026-06-27T10:02:05Z,,periodic_cache_unchanged
capture_0053,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0053.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25844,640,480,2026-06-27T10:02:10Z,,serial_periodic_cache
capture_0054,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0054.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25844,640,480,2026-06-27T10:02:14Z,,periodic_cache_unchanged
capture_0055,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0055.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25844,640,480,2026-06-27T10:02:18Z,,periodic_cache_unchanged
capture_0056,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0056.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25915,640,480,2026-06-27T10:02:22Z,,serial_periodic_cache
capture_0057,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0057.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25915,640,480,2026-06-27T10:02:26Z,,periodic_cache_unchanged
capture_0058,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0058.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25915,640,480,2026-06-27T10:02:31Z,,periodic_cache_unchanged
capture_0059,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0059.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25947,640,480,2026-06-27T10:02:35Z,,serial_periodic_cache
capture_0060,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0060.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25947,640,480,2026-06-27T10:02:39Z,,periodic_cache_unchanged
capture_0061,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0061.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25947,640,480,2026-06-27T10:02:43Z,,periodic_cache_unchanged
capture_0062,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0062.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25714,640,480,2026-06-27T10:02:48Z,,serial_periodic_cache
capture_0063,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0063.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25714,640,480,2026-06-27T10:02:52Z,,periodic_cache_unchanged
capture_0064,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0064.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25714,640,480,2026-06-27T10:02:56Z,,periodic_cache_unchanged
capture_0065,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0065.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25761,640,480,2026-06-27T10:03:00Z,,serial_periodic_cache
capture_0066,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0066.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25761,640,480,2026-06-27T10:03:04Z,,periodic_cache_unchanged
capture_0067,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0067.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25761,640,480,2026-06-27T10:03:08Z,,periodic_cache_unchanged
capture_0068,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0068.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25945,640,480,2026-06-27T10:03:13Z,,serial_periodic_cache
capture_0069,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0069.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25945,640,480,2026-06-27T10:03:17Z,,periodic_cache_unchanged
capture_0070,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0070.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25945,640,480,2026-06-27T10:03:21Z,,periodic_cache_unchanged
capture_0071,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0071.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25970,640,480,2026-06-27T10:03:25Z,,serial_periodic_cache
capture_0072,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0072.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25970,640,480,2026-06-27T10:03:29Z,,periodic_cache_unchanged
capture_0073,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0073.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25970,640,480,2026-06-27T10:03:34Z,,periodic_cache_unchanged
capture_0074,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0074.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,26303,640,480,2026-06-27T10:03:38Z,,serial_periodic_cache
capture_0075,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0075.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,26303,640,480,2026-06-27T10:03:42Z,,periodic_cache_unchanged
capture_0076,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0076.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,26303,640,480,2026-06-27T10:03:47Z,,periodic_cache_unchanged
capture_0077,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0077.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25942,640,480,2026-06-27T10:03:51Z,,serial_periodic_cache
capture_0078,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0078.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25942,640,480,2026-06-27T10:03:55Z,,periodic_cache_unchanged
capture_0079,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0079.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25777,640,480,2026-06-27T10:04:00Z,,serial_periodic_cache
capture_0080,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0080.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25777,640,480,2026-06-27T10:04:04Z,,periodic_cache_unchanged
capture_0081,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0081.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25777,640,480,2026-06-27T10:04:08Z,,periodic_cache_unchanged
capture_0082,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0082.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25727,640,480,2026-06-27T10:04:12Z,,serial_periodic_cache
capture_0083,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0083.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25727,640,480,2026-06-27T10:04:16Z,,periodic_cache_unchanged
capture_0084,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0084.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25727,640,480,2026-06-27T10:04:20Z,,periodic_cache_unchanged
capture_0085,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0085.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25732,640,480,2026-06-27T10:04:25Z,,serial_periodic_cache
capture_0086,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0086.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25732,640,480,2026-06-27T10:04:29Z,,periodic_cache_unchanged
capture_0087,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0087.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25732,640,480,2026-06-27T10:04:33Z,,periodic_cache_unchanged
capture_0088,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0088.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25718,640,480,2026-06-27T10:04:37Z,,serial_periodic_cache
capture_0089,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0089.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25718,640,480,2026-06-27T10:04:41Z,,periodic_cache_unchanged
capture_0090,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0090.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25718,640,480,2026-06-27T10:04:45Z,,periodic_cache_unchanged
capture_0091,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0091.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25621,640,480,2026-06-27T10:04:49Z,,serial_periodic_cache
capture_0092,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0092.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25621,640,480,2026-06-27T10:04:54Z,,periodic_cache_unchanged
capture_0093,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0093.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25621,640,480,2026-06-27T10:04:58Z,,periodic_cache_unchanged
capture_0094,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0094.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25673,640,480,2026-06-27T10:05:02Z,,serial_periodic_cache
capture_0095,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0095.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25673,640,480,2026-06-27T10:05:06Z,,periodic_cache_unchanged
capture_0096,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0096.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25673,640,480,2026-06-27T10:05:10Z,,periodic_cache_unchanged
capture_0097,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0097.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25577,640,480,2026-06-27T10:05:14Z,,serial_periodic_cache
capture_0098,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0098.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25577,640,480,2026-06-27T10:05:19Z,,periodic_cache_unchanged
capture_0099,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0099.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25577,640,480,2026-06-27T10:05:23Z,,periodic_cache_unchanged
capture_0100,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0100.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25500,640,480,2026-06-27T10:05:27Z,,serial_periodic_cache
capture_0101,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0101.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25500,640,480,2026-06-27T10:05:31Z,,periodic_cache_unchanged
capture_0102,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0102.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25500,640,480,2026-06-27T10:05:35Z,,periodic_cache_unchanged
capture_0103,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0103.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25282,640,480,2026-06-27T10:05:39Z,,serial_periodic_cache
capture_0104,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0104.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25282,640,480,2026-06-27T10:05:44Z,,periodic_cache_unchanged
capture_0105,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0105.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25282,640,480,2026-06-27T10:05:48Z,,periodic_cache_unchanged
capture_0106,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0106.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25429,640,480,2026-06-27T10:05:52Z,,serial_periodic_cache
capture_0107,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0107.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25429,640,480,2026-06-27T10:05:56Z,,periodic_cache_unchanged
capture_0108,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0108.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25429,640,480,2026-06-27T10:06:00Z,,periodic_cache_unchanged
capture_0109,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0109.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25763,640,480,2026-06-27T10:06:04Z,,serial_periodic_cache
capture_0110,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0110.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25763,640,480,2026-06-27T10:06:08Z,,periodic_cache_unchanged
capture_0111,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0111.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25763,640,480,2026-06-27T10:06:12Z,,periodic_cache_unchanged
capture_0112,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0112.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25560,640,480,2026-06-27T10:06:17Z,,serial_periodic_cache
capture_0113,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0113.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25560,640,480,2026-06-27T10:06:21Z,,periodic_cache_unchanged
capture_0114,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0114.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25560,640,480,2026-06-27T10:06:25Z,,periodic_cache_unchanged
capture_0115,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0115.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25469,640,480,2026-06-27T10:06:29Z,,serial_periodic_cache
capture_0116,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0116.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25469,640,480,2026-06-27T10:06:33Z,,periodic_cache_unchanged
capture_0117,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0117.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25469,640,480,2026-06-27T10:06:37Z,,periodic_cache_unchanged
capture_0118,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0118.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25406,640,480,2026-06-27T10:06:41Z,,serial_periodic_cache
capture_0119,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0119.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25406,640,480,2026-06-27T10:06:46Z,,periodic_cache_unchanged
capture_0120,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0120.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25406,640,480,2026-06-27T10:06:50Z,,periodic_cache_unchanged
capture_0121,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0121.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25434,640,480,2026-06-27T10:06:54Z,,serial_periodic_cache
capture_0122,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0122.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25434,640,480,2026-06-27T10:06:58Z,,periodic_cache_unchanged
capture_0123,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0123.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25434,640,480,2026-06-27T10:07:02Z,,periodic_cache_unchanged
capture_0124,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0124.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,ok,25529,640,480,2026-06-27T10:07:06Z,,serial_periodic_cache
capture_0125,tools/dataset/captures/serial_timed_fast_20260627T1205Z/capture_0125.jpg,timed_daylight_usb,vga,8,2,2,0,0,0,0,duplicate,25529,640,480,2026-06-27T10:07:10Z,,periodic_cache_unchanged
