sample_id,image_path,lighting_label,framesize,quality,brightness,contrast,saturation,aec,agc,awb,http_code,bytes,captured_at_utc,display_text,notes
capture_0017,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0017.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,18260,2026-06-25T19:13:09Z,,
capture_0018,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0018.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,18385,2026-06-25T19:13:10Z,,
capture_0019,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0019.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,30188,2026-06-25T19:13:12Z,,
capture_0020,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0020.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,18212,2026-06-25T19:13:14Z,,
capture_0021,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0021.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,18818,2026-06-25T19:13:15Z,,
capture_0022,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0022.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,18516,2026-06-25T19:13:17Z,,
capture_0023,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0023.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,18077,2026-06-25T19:13:18Z,,
capture_0024,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0024.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,18111,2026-06-25T19:13:19Z,,
capture_0025,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0025.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,18161,2026-06-25T19:13:20Z,,
capture_0026,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0026.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,18465,2026-06-25T19:13:22Z,,
capture_0027,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0027.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,18896,2026-06-25T19:13:23Z,,
capture_0028,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0028.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,18169,2026-06-25T19:13:24Z,,
capture_0029,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0029.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,18093,2026-06-25T19:13:25Z,,
capture_0030,tools/dataset/captures/daylight_changed_29c_43h_20260625T191248Z/capture_0030.jpg,changed_daylight_manual_29c_43h,vga,12,2,2,,0,0,0,200,16638,2026-06-25T19:13:27Z,,
