sample_id,image_path,lighting_label,split,display_text,predicted_display_text,temperature_text,temperature_c,humidity_percent,valid,confidence,roi_brightness,roi_contrast,roi_sharpness,notes
capture_0011,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0011.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5141,19.23,38.74,3.33,human_confirmed_fixed_layout_baseline
capture_0012,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0012.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5220,19.51,39.29,3.41,human_confirmed_fixed_layout_baseline
capture_0013,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0013.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5180,19.43,39.00,3.37,human_confirmed_fixed_layout_baseline
capture_0014,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0014.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5215,19.52,39.28,3.39,human_confirmed_fixed_layout_baseline
capture_0015,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0015.jpg,baseline_manual_bright,validation,29C 43%,29C 43%,29C,29.00,43,true,0.5184,19.43,38.94,3.41,human_confirmed_fixed_layout_baseline
capture_0016,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0016.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5161,19.19,38.87,3.36,human_confirmed_fixed_layout_baseline
capture_0017,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0017.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5167,19.33,38.88,3.37,human_confirmed_fixed_layout_baseline
capture_0018,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0018.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5153,19.17,38.79,3.36,human_confirmed_fixed_layout_baseline
capture_0019,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0019.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5164,19.40,38.86,3.36,human_confirmed_fixed_layout_baseline
capture_0020,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0020.jpg,baseline_manual_bright,test,29C 43%,29C 43%,29C,29.00,43,true,0.5173,19.14,38.97,3.37,human_confirmed_fixed_layout_baseline
capture_0021,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0021.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5165,19.43,38.87,3.36,human_confirmed_fixed_layout_baseline
capture_0022,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0022.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5163,19.13,38.93,3.34,human_confirmed_fixed_layout_baseline
capture_0023,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0023.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5153,19.28,38.77,3.36,human_confirmed_fixed_layout_baseline
capture_0024,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0024.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5154,19.28,38.71,3.39,human_confirmed_fixed_layout_baseline
capture_0025,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0025.jpg,baseline_manual_bright,validation,29C 43%,29C 43%,29C,29.00,43,true,0.5193,19.37,39.13,3.37,human_confirmed_fixed_layout_baseline
capture_0026,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0026.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5191,19.43,38.79,3.49,human_confirmed_fixed_layout_baseline
capture_0027,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0027.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5151,19.28,38.74,3.36,human_confirmed_fixed_layout_baseline
capture_0028,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0028.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5163,19.21,38.89,3.36,human_confirmed_fixed_layout_baseline
capture_0029,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0029.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5144,19.12,38.75,3.34,human_confirmed_fixed_layout_baseline
capture_0030,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0030.jpg,baseline_manual_bright,test,29C 43%,29C 43%,29C,29.00,43,true,0.5096,19.07,38.53,3.24,human_confirmed_fixed_layout_baseline
capture_0031,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0031.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5186,19.28,39.07,3.37,human_confirmed_fixed_layout_baseline
capture_0032,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0032.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5179,19.17,39.02,3.37,human_confirmed_fixed_layout_baseline
capture_0033,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0033.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5179,19.23,39.00,3.38,human_confirmed_fixed_layout_baseline
capture_0034,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0034.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5133,18.84,38.72,3.32,human_confirmed_fixed_layout_baseline
capture_0035,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0035.jpg,baseline_manual_bright,validation,29C 43%,29C 43%,29C,29.00,43,true,0.5109,18.99,38.43,3.33,human_confirmed_fixed_layout_baseline
capture_0036,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0036.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5130,19.15,38.60,3.34,human_confirmed_fixed_layout_baseline
capture_0037,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0037.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5124,18.86,38.53,3.36,human_confirmed_fixed_layout_baseline
capture_0038,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0038.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5130,19.23,38.57,3.35,human_confirmed_fixed_layout_baseline
capture_0039,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0039.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5077,18.74,38.24,3.29,human_confirmed_fixed_layout_baseline
capture_0040,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0040.jpg,baseline_manual_bright,test,29C 43%,29C 43%,29C,29.00,43,true,0.5086,18.84,38.29,3.30,human_confirmed_fixed_layout_baseline
capture_0041,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0041.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5118,18.82,38.59,3.31,human_confirmed_fixed_layout_baseline
capture_0042,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0042.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5122,18.86,38.55,3.34,human_confirmed_fixed_layout_baseline
capture_0043,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0043.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5127,18.84,38.59,3.34,human_confirmed_fixed_layout_baseline
capture_0044,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0044.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5141,19.05,38.70,3.35,human_confirmed_fixed_layout_baseline
capture_0045,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0045.jpg,baseline_manual_bright,validation,29C 43%,29C 43%,29C,29.00,43,true,0.5123,19.09,38.55,3.34,human_confirmed_fixed_layout_baseline
capture_0046,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0046.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5141,18.83,38.72,3.35,human_confirmed_fixed_layout_baseline
capture_0047,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0047.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5156,18.97,38.82,3.37,human_confirmed_fixed_layout_baseline
capture_0048,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0048.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5143,19.14,38.76,3.33,human_confirmed_fixed_layout_baseline
capture_0049,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0049.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5122,18.98,38.56,3.33,human_confirmed_fixed_layout_baseline
capture_0050,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0050.jpg,baseline_manual_bright,test,29C 43%,29C 43%,29C,29.00,43,true,0.1462,8.28,9.55,0.77,human_confirmed_fixed_layout_baseline;low_roi_quality
capture_0051,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0051.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5253,19.36,39.65,3.40,human_confirmed_fixed_layout_baseline
capture_0052,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0052.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5219,19.10,39.46,3.35,human_confirmed_fixed_layout_baseline
capture_0053,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0053.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5236,19.38,39.50,3.39,human_confirmed_fixed_layout_baseline
capture_0054,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0054.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5260,19.37,39.69,3.41,human_confirmed_fixed_layout_baseline
capture_0055,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0055.jpg,baseline_manual_bright,validation,29C 43%,29C 43%,29C,29.00,43,true,0.5232,19.40,39.46,3.39,human_confirmed_fixed_layout_baseline
capture_0056,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0056.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5245,19.33,39.55,3.41,human_confirmed_fixed_layout_baseline
capture_0057,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0057.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5261,19.49,39.68,3.41,human_confirmed_fixed_layout_baseline
capture_0058,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0058.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5257,19.44,39.66,3.41,human_confirmed_fixed_layout_baseline
capture_0059,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0059.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5262,19.55,39.71,3.40,human_confirmed_fixed_layout_baseline
capture_0060,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0060.jpg,baseline_manual_bright,test,29C 43%,29C 43%,29C,29.00,43,true,0.5243,19.42,39.50,3.42,human_confirmed_fixed_layout_baseline
capture_0061,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0061.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5250,19.48,39.58,3.41,human_confirmed_fixed_layout_baseline
capture_0062,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0062.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5253,19.35,39.68,3.39,human_confirmed_fixed_layout_baseline
capture_0063,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0063.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5268,19.56,39.77,3.41,human_confirmed_fixed_layout_baseline
capture_0064,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0064.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5244,19.32,39.60,3.39,human_confirmed_fixed_layout_baseline
capture_0065,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0065.jpg,baseline_manual_bright,validation,29C 43%,29C 43%,29C,29.00,43,true,0.5261,19.51,39.71,3.40,human_confirmed_fixed_layout_baseline
capture_0066,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0066.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5285,19.50,39.88,3.43,human_confirmed_fixed_layout_baseline
capture_0067,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0067.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5259,19.37,39.71,3.40,human_confirmed_fixed_layout_baseline
capture_0068,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0068.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5276,19.53,39.79,3.43,human_confirmed_fixed_layout_baseline
capture_0069,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0069.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5249,19.42,39.57,3.41,human_confirmed_fixed_layout_baseline
capture_0070,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0070.jpg,baseline_manual_bright,test,29C 43%,29C 43%,29C,29.00,43,true,0.5220,19.43,39.40,3.37,human_confirmed_fixed_layout_baseline
capture_0071,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0071.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5240,19.48,39.48,3.41,human_confirmed_fixed_layout_baseline
capture_0072,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0072.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5253,19.35,39.66,3.40,human_confirmed_fixed_layout_baseline
capture_0073,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0073.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5242,19.26,39.59,3.39,human_confirmed_fixed_layout_baseline
capture_0074,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0074.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5235,19.49,39.51,3.38,human_confirmed_fixed_layout_baseline
capture_0075,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0075.jpg,baseline_manual_bright,validation,29C 43%,29C 43%,29C,29.00,43,true,0.5232,19.25,39.54,3.37,human_confirmed_fixed_layout_baseline
capture_0076,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0076.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5287,19.59,39.89,3.43,human_confirmed_fixed_layout_baseline
capture_0077,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0077.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5257,19.55,39.63,3.42,human_confirmed_fixed_layout_baseline
capture_0078,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0078.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5257,19.64,39.65,3.41,human_confirmed_fixed_layout_baseline
capture_0079,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0079.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5265,19.53,39.70,3.42,human_confirmed_fixed_layout_baseline
capture_0080,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0080.jpg,baseline_manual_bright,test,29C 43%,29C 43%,29C,29.00,43,true,0.5240,19.36,39.58,3.38,human_confirmed_fixed_layout_baseline
capture_0081,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0081.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5222,19.40,39.40,3.38,human_confirmed_fixed_layout_baseline
capture_0082,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0082.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5276,19.65,39.81,3.42,human_confirmed_fixed_layout_baseline
capture_0083,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0083.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5248,19.39,39.62,3.39,human_confirmed_fixed_layout_baseline
capture_0084,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0084.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5264,19.54,39.69,3.42,human_confirmed_fixed_layout_baseline
capture_0085,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0085.jpg,baseline_manual_bright,validation,29C 43%,29C 43%,29C,29.00,43,true,0.5266,19.54,39.71,3.42,human_confirmed_fixed_layout_baseline
capture_0086,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0086.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5255,19.42,39.66,3.40,human_confirmed_fixed_layout_baseline
capture_0087,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0087.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5241,19.29,39.57,3.39,human_confirmed_fixed_layout_baseline
capture_0088,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0088.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5268,19.46,39.75,3.42,human_confirmed_fixed_layout_baseline
capture_0089,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0089.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5239,19.44,39.58,3.37,human_confirmed_fixed_layout_baseline
capture_0090,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0090.jpg,baseline_manual_bright,test,29C 43%,29C 43%,29C,29.00,43,true,0.5256,19.49,39.68,3.40,human_confirmed_fixed_layout_baseline
capture_0091,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0091.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5269,19.74,39.72,3.42,human_confirmed_fixed_layout_baseline
capture_0092,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0092.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5233,19.19,39.53,3.38,human_confirmed_fixed_layout_baseline
capture_0093,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0093.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5225,19.43,39.40,3.39,human_confirmed_fixed_layout_baseline
capture_0094,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0094.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5260,19.35,39.71,3.40,human_confirmed_fixed_layout_baseline
capture_0095,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0095.jpg,baseline_manual_bright,validation,29C 43%,29C 43%,29C,29.00,43,true,0.5269,19.65,39.73,3.42,human_confirmed_fixed_layout_baseline
capture_0096,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0096.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5241,19.38,39.57,3.39,human_confirmed_fixed_layout_baseline
capture_0097,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0097.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5247,19.60,39.56,3.40,human_confirmed_fixed_layout_baseline
capture_0098,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0098.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5256,19.39,39.69,3.39,human_confirmed_fixed_layout_baseline
capture_0099,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0099.jpg,baseline_manual_bright,train,29C 43%,29C 43%,29C,29.00,43,true,0.5249,19.34,39.62,3.40,human_confirmed_fixed_layout_baseline
capture_0100,tools/dataset/captures/training_baseline_manual_20260625T183552Z/capture_0100.jpg,baseline_manual_bright,test,29C 43%,29C 43%,29C,29.00,43,true,0.5254,19.53,39.60,3.42,human_confirmed_fixed_layout_baseline
